Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,Fang_total_count,Fang_average_count_per_deck,Fang_average_count_per_normalized_deck,Fang_pick_rate,Cindra_total_count,Cindra_average_count_per_deck,Cindra_average_count_per_normalized_deck,Cindra_pick_rate,"Arakni, Web of Deceit_total_count","Arakni, Web of Deceit_average_count_per_deck","Arakni, Web of Deceit_average_count_per_normalized_deck","Arakni, Web of Deceit_pick_rate",weighted_pick_rate
Dynastic Dedication (red),common,1,HNT108,"Draconic, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT108.png,tbfnpFfBddccMGLcDNbJC,Red,1,2,,2,,,,"Draconic, Warrior, Attack Reaction",,,,,,,,"""This costs {r} less to play for each Draconic chain link you control.",,,,,,,,40,0.19801980198019803,0.173694393013548,1.366667333333333,1.366667333333333,1.4167692000000005,0.14335745450252763,40,0.47619047619047616,0.4176936593897225,0.3455664087776743,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11518880292589144
Imperial Intent (red),common,1,HNT109,"Draconic, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT109.png,9jMhDp7f8QpfCNk9fMmzD,Red,1,1,,2,,,,"Draconic, Warrior, Attack Reaction",,,,,,,,"""This costs {r} less to play for each Draconic chain link you control.",,,,,,,,78,0.38613861386138615,0.3379930676486613,2.566667333333333,2.566667333333333,2.666846400000001,0.1487478388995415,78,0.9285714285714286,0.8127928531551141,0.3586149876493887,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1195383292164629
Scalding Iron (red),common,1,HNT110,"Draconic, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT110.png,C8wdh6HkkQBqknGwzmnDw,Red,1,0,,2,,,,"Draconic, Warrior, Attack Reaction",,,,,,,,"Target dagger attack gets +X{p}, where X is the number of Draconic chain links you control.",Draconic Warrior Attack Reaction,,,,,,,43,0.21287128712871287,0.1834069073352621,2.566667333333333,2.566667333333333,2.666846400000001,0.08200201375231132,43,0.5119047619047619,0.4410499438300351,0.19769800601184248,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.06589933533728083
Searing Gaze (red),common,1,HNT111,"Draconic, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT111.png,f7Gk6PJDmMhpGpGjpp866,Red,1,0,,2,,,,"Draconic, Warrior, Attack Reaction",,,,,Mark,,,"""Target dagger attack gets +2{p}. If you control 2 or more Draconic chain links, it gets """"When this hits a hero, **mark** them.""""""",Draconic Warrior Attack Reaction,,,,,,,88,0.43564356435643564,0.3838582554384128,2.566667333333333,2.566667333333333,2.666846400000001,0.16781807465589296,88,1.0476190476190477,0.9230877095066593,0.40459126811725904,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.13486375603908635
Sisters of Fire (red),common,1,HNT112,"Draconic, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT112.png,Hbpw6FWPgCtwPKCnW8jMQ,Red,1,0,,3,,,,"Draconic, Warrior, Attack Reaction",,,,,,,,"""Play this only if you control 2 or more Draconic chain links.",,,,,,,,74,0.36633663366336633,0.3253667854136503,2.566667333333333,2.566667333333333,2.666846400000001,0.14111974459700088,74,0.8809523809523809,0.7824296506375875,0.34022447546224055,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11340815848741352
Sizzling Steel (red),common,1,HNT113,"Draconic, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT113.png,DPh9t9CPG8qjfbPNPbfBK,Red,1,1,,2,,,,"Draconic, Warrior, Attack Reaction",,,,,,,,"Target dagger attack gets +3{p}. If you control 2 or more Draconic chain links, instead it gets +4{p}.",Draconic Warrior Attack Reaction,,,,,,,70,0.3465346534653465,0.3030101944090183,2.566667333333333,2.566667333333333,2.666846400000001,0.1334916502944603,70,0.8333333333333334,0.7286673722693059,0.3218339632750924,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10727798775836413
Stabbing Pain (red),common,1,HNT114,"Draconic, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT114.png,Jw97fMLCLqmLbfc9CmW7R,Red,1,1,,2,,,,"Draconic, Warrior, Attack Reaction",,,,,Mark,,,"""Target dagger attack gets +3{p}. If you control 2 or more Draconic chain links, it gets """"When this hits a hero, **mark** them.""""""",Draconic Warrior Attack Reaction,,,,,,,50,0.24752475247524752,0.21852642166698,1.366667333333333,1.366667333333333,1.4167692000000005,0.17919681812815952,50,0.5952380952380952,0.52550401400869,0.43195801097209285,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.14398600365736428
Jagged Edge (red),mythic,1,HNT116,"Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT116.png,RbpzqdWTwMQDRTpNhwdtp,Red,1,1,,3,,,,"Warrior, Attack Reaction",,,,,,,,"""Target weapon attack gets +3{p} and """"Damage this would deal can't be prevented.""""""",Warrior Attack Reaction,,,,No,No,,6,0.0297029702970297,0.0259449441020824,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.12807222317114259,6,0.07142857142857142,0.062391413197864815,0.3080561931463043,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10268539771543476
Provoke (blue),mythic,3,HNT117,"Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT117.png,8W97NwL96dwBpfqDCWKrz,Blue,3,1,,3,,,,"Warrior, Attack Reaction",,,,,,,,"If you're attacking with a weapon this chain link, the defending hero reveals a card from their hand. If it's an action card, add it to this chain link as a defending card, otherwise they discard it.",Warrior Attack Reaction,,,,No,No,,7,0.034653465346534656,0.02933029942348521,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.14941759369966637,7,0.08333333333333333,0.0705323867088573,0.3593988920040217,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11979963066800724
Sharpened Senses (yellow),mythic,2,HNT118,"Warrior, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT118.png,RD7rFNprgNp9HBwwTTk88,Yellow,2,0,,3,,,,"Warrior, Action, Aura",,Go again,,,Go again,,,"""**Go again**",,,,,,,,4,0.019801980198019802,0.01689636372222278,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.08538148211409506,4,0.047619047619047616,0.0406317318082024,0.20537079543086953,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.06845693181028985
Diced (red),rare,1,HNT119,"Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT119.png,DktMQqLDTqWBGzBnBCrqt,Red,1,0,,2,,,,"Warrior, Attack Reaction",,,,,,,,"""Target dagger attack gets +1{p}.",,,,,,,,13,0.06435643564356436,0.0558547015842198,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.08680285590748794,13,0.15476190476190477,0.13431725857157617,0.20873363505968098,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.069577878353227
Diced (yellow),rare,2,HNT120,"Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT120.png,WcPqTG8pcTQdqTF8WnzGD,Yellow,2,0,,2,,,,"Warrior, Attack Reaction",,,,,,,,"""Target dagger attack gets +1{p}.",,,,,,,,14,0.06930693069306931,0.06362856399491942,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.0934799986696024,14,0.16666666666666666,0.1530115467496872,0.2247900685258103,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07493002284193677
Diced (blue),rare,3,HNT121,"Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT121.png,pnrmmPMcwr7twfKQnHhcm,Blue,3,0,,2,,,,"Warrior, Attack Reaction",,,,,,,,"""Target dagger attack gets +1{p}.",,,,,,,,14,0.06930693069306931,0.05956214028260591,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.0934799986696024,14,0.16666666666666666,0.14323276591769515,0.2247900685258103,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07493002284193677
Twist and Turn (red),rare,1,HNT122,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT122.png,7mtjcMPmpC86wkdPPKztq,Red,1,0,,3,,,,"Warrior, Action",,Go again,,,,,,"""Your next dagger attack this turn gets +4{p} and """"When this hits, you may attack with it an additional time this turn.""""",,,,,,,,27,0.13366336633663367,0.12030732848938368,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.18028285457709034,27,0.32142857142857145,0.28931048041494645,0.4335237035854913,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.14450790119516377
Twist and Turn (yellow),rare,2,HNT123,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT123.png,RdhQwD68PqftRqmJpjLjp,Yellow,2,0,,3,,,,"Warrior, Action",,Go again,,,,,,"""Your next dagger attack this turn gets +3{p} and """"When this hits, you may attack with it an additional time this turn.""""",,,,,,,,14,0.06930693069306931,0.061783373697687084,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.0934799986696024,14,0.16666666666666666,0.14857430341586655,0.2247900685258103,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07493002284193677
Twist and Turn (blue),rare,3,HNT124,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT124.png,RnW9QJmpHNcgmnzB9bmLm,Blue,3,0,,3,,,,"Warrior, Action",,Go again,,,,,,"""Your next dagger attack this turn gets +2{p} and """"When this hits, you may attack with it an additional time this turn.""""",,,,,,,,30,0.1485148514851485,0.13027586245116946,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.20031428286343372,30,0.35714285714285715,0.31328243113257415,0.4816930039838792,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.16056433466129308
Agility Stance (yellow),rare,2,HNT125,"Warrior, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT125.png,DfHHPcLzbncDMhkJgQKKm,Yellow,2,0,,3,,,,"Warrior, Action, Aura",,Go again,,,Go again,,,"""**Go again**",,,,,,,,12,0.0594059405940594,0.05399747028819211,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.08012571314537349,12,0.14285714285714285,0.1298510595025572,0.19267720159355167,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.06422573386451723
Flurry Stance (red),rare,1,HNT126,"Warrior, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT126.png,G8kKjJCFCz6GMTWhQkdzT,Red,1,0,,3,,,,"Warrior, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,9,0.04455445544554455,0.0406797909328345,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.060094284859030116,9,0.10714285714285714,0.09782521152895915,0.14450790119516377,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.048169300398387925
Power Stance (blue),rare,3,HNT127,"Warrior, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT127.png,qFzrQChhnbgNcnQ7d9tKW,Blue,3,0,,3,,,,"Warrior, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,19,0.09405940594059406,0.08090432782778895,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.1268657124801747,19,0.2261904761904762,0.19455564549063534,0.3050722358564568,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1016907452854856
Cut Deep (red),common,1,HNT128,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT128.png,BBTGgCjCWLBN79phhMwrj,Red,1,0,,3,,,,"Warrior, Action",,Go again,,,,,,"""Your next dagger attack this turn gets +4{p}.",,,,,,,,83,0.41089108910891087,0.35743446941673895,2.566667333333333,2.566667333333333,2.666846400000001,0.15828295677771723,83,0.9880952380952381,0.8595447955021579,0.38160312788332384,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.12720104262777462
Cut Deep (yellow),common,2,HNT129,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT129.png,BJqqRDKg9w8pDbbb7Wmpj,Yellow,2,0,,3,,,,"Warrior, Action",,Go again,,,,,,"""Your next dagger attack this turn gets +3{p}.",,,,,,,,35,0.17326732673267325,0.1544108440634294,1.366667333333333,1.366667333333333,1.4167692000000005,0.12543777268971168,35,0.4166666666666667,0.3713213154858659,0.30237060768046503,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10079020256015501
Cut Deep (blue),common,3,HNT130,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT130.png,Kn7f7Dn6KnfF7JW8TMnLz,Blue,3,0,,3,,,,"Warrior, Action",,Go again,,,,,,"""Your next dagger attack this turn gets +2{p}.",,,,,,,,80,0.39603960396039606,0.350611560272108,2.566667333333333,2.566667333333333,2.666846400000001,0.15256188605081178,80,0.9523809523809523,0.8431373235114977,0.36781024374296273,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.12260341458098757
Hunt a Killer (red),common,1,HNT131,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT131.png,MqqQjwqcHRj7WnG96DPMH,Red,1,1,,3,,,,"Warrior, Action",,Go again,,,Mark,,,"""Your next dagger attack this turn gets +4{p} and """"When this hits a hero, **mark** them.""""",,,,,,,,35,0.17326732673267325,0.1499411722883277,1.366667333333333,1.366667333333333,1.4167692000000005,0.12543777268971168,35,0.4166666666666667,0.3605728190743119,0.30237060768046503,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10079020256015501
Hunt a Killer (yellow),common,2,HNT132,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT132.png,8gG7kjNqwhwftdGHjCQnq,Yellow,2,1,,3,,,,"Warrior, Action",,Go again,,,Mark,,,"""Your next dagger attack this turn gets +3{p} and """"When this hits a hero, **mark** them.""""",,,,,,,,68,0.33663366336633666,0.29560712161755925,2.566667333333333,2.566667333333333,2.666846400000001,0.12967760314319002,68,0.8095238095238095,0.7108647448422258,0.3126387071815183,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10421290239383944
Hunt a Killer (blue),common,3,HNT133,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT133.png,GjDhhCcNjbQcc7Tt9rJkC,Blue,3,1,,3,,,,"Warrior, Action",,Go again,,,Mark,,,"""Your next dagger attack this turn gets +2{p} and """"When this hits a hero, **mark** them.""""",,,,,,,,82,0.40594059405940597,0.35610171974501076,2.566667333333333,2.566667333333333,2.666846400000001,0.15637593320208207,82,0.9761904761904762,0.856339849863002,0.3770054998365368,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.12566849994551227
Knife Through Butter (red),common,1,HNT134,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT134.png,j8jg6Htq98C6ChrtPMhhJ,Red,1,1,,3,,,,"Warrior, Action",,Go again,,,Go again,,Mark,"""Your next dagger attack this turn gets +4{p}.",,,,,,,,31,0.15346534653465346,0.13526877443618607,1.366667333333333,1.366667333333333,1.4167692000000005,0.1111020272394589,31,0.36904761904761907,0.3252891956679712,0.2678139668026976,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08927132226756586
Knife Through Butter (yellow),common,2,HNT135,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT135.png,9bntMjr9pHrLdnpNmKtPk,Yellow,2,1,,3,,,,"Warrior, Action",,Go again,,,Go again,,Mark,"""Your next dagger attack this turn gets +3{p}.",,,,,,,,54,0.26732673267326734,0.2372342227384323,2.566667333333333,2.566667333333333,2.666846400000001,0.10297927308429794,54,0.6428571428571429,0.5704918213471825,0.24827191452649985,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08275730484216662
Knife Through Butter (blue),common,3,HNT136,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT136.png,gNzpTNpKbgmFnGtzhdTcq,Blue,3,1,,3,,,,"Warrior, Action",,Go again,,,Go again,,Mark,"""Your next dagger attack this turn gets +2{p}.",,,,,,,,61,0.30198019801980197,0.26509813188816755,2.566667333333333,2.566667333333333,2.666846400000001,0.11632843811374398,61,0.7261904761904762,0.6374978885882124,0.2804553108540091,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09348510361800304
Point of Engagement (red),common,1,HNT137,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT137.png,dbKgpPzLgwFdjfrhRmbgK,Red,1,0,,3,,,,"Warrior, Action",,Go again,,,,,Mark,"""Your next dagger attack this turn gets +3{p}.",,,,,,,,61,0.30198019801980197,0.26641234580996426,2.566667333333333,2.566667333333333,2.666846400000001,0.11632843811374398,61,0.7261904761904762,0.6406582601620568,0.2804553108540091,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09348510361800304
Point of Engagement (yellow),common,2,HNT138,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT138.png,cqpqWdPdBWCLfHzrR9rHt,Yellow,2,0,,3,,,,"Warrior, Action",,Go again,,,,,Mark,"""Your next dagger attack this turn gets +2{p}.",,,,,,,,48,0.2376237623762376,0.21316077370091438,2.566667333333333,2.566667333333333,2.666846400000001,0.09153713163048706,48,0.5714285714285714,0.5126009081855322,0.22068614624577765,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07356204874859255
Point of Engagement (blue),common,3,HNT139,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT139.png,ThCWFGk7TfpwDbfPmKCT6,Blue,3,0,,3,,,,"Warrior, Action",,Go again,,,,,Mark,"""Your next dagger attack this turn gets +1{p}.",,,,,,,,40,0.19801980198019803,0.17386358872729815,1.366667333333333,1.366667333333333,1.4167692000000005,0.14335745450252763,40,0.47619047619047616,0.4181005347965979,0.3455664087776743,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11518880292589144
Sworn Vengeance (red),common,1,HNT140,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT140.png,Dm9LL8NBBLmr7qchQ7cpn,Red,1,0,,3,,,,"Warrior, Action",,Go again,,,Mark,,,"""Your next dagger attack this turn gets +3{p} and """"When this hits a hero, **mark** them.""""",,,,,,,,75,0.3712871287128713,0.32548193182923113,2.566667333333333,2.566667333333333,2.666846400000001,0.14302676817263604,75,0.8928571428571429,0.7827065503512463,0.3448221035090276,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11494070116967586
Sworn Vengeance (yellow),common,2,HNT141,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT141.png,TH9GfGKwbnJRcWcgT8Gwc,Yellow,2,0,,3,,,,"Warrior, Action",,Go again,,,Mark,,,"""Your next dagger attack this turn gets +2{p} and """"When this hits a hero, **mark** them.""""",,,,,,,,35,0.17326732673267325,0.15041370558322903,1.366667333333333,1.366667333333333,1.4167692000000005,0.12543777268971168,35,0.4166666666666667,0.3617091491406222,0.30237060768046503,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10079020256015501
Sworn Vengeance (blue),common,3,HNT142,"Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT142.png,LF9TBNgmPnzzWbD6FzGRf,Blue,3,0,,3,,,,"Warrior, Action",,Go again,,,Mark,,,"""Your next dagger attack this turn gets +1{p} and """"When this hits a hero, **mark** them.""""",,,,,,,,68,0.33663366336633666,0.2958408732579292,2.566667333333333,2.566667333333333,2.666846400000001,0.12967760314319002,68,0.8095238095238095,0.711426861882163,0.3126387071815183,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10421290239383944
Vow of Vengeance,common,0,HNT144,"Draconic, Equipment, Head",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT144.png,mtdP6wgpMpd6LJbpJ79TM,,,,,1,,,,"Draconic, Equipment, Head",,Blade Break,Attack Reaction,Mark,,,,"""**Attack Reaction** - Destroy this: **Mark** target Arakni.",,,,,,,,50,0.24752475247524752,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.13548436859825197,33,0.39285714285714285,0.0,0.21529286594145336,17,0.3617021276595745,0.0,0.19692926397880836,0,0.0,0.0,0.0,0.13740737664008726
Heart of Vengeance,common,0,HNT145,"Draconic, Equipment, Chest",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT145.png,CkRKLHpzHJLkmDdBFJCwM,,,,,1,,,,"Draconic, Equipment, Chest",,Blade Break,Instant,,,,,"""**Instant** - Destroy this: Your next attack this turn that targets Arakni costs {r} less to play or activate.",,,,,,,,45,0.22277227722772278,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.12193593173842678,29,0.34523809523809523,0.0,0.18919676097885296,16,0.3404255319148936,0.0,0.18534518962711377,0,0.0,0.0,0.0,0.12484731686865558
Hand of Vengeance,common,0,HNT146,"Draconic, Equipment, Arms",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT146.png,8qzF9KbHtkNHpGzpdGWhk,,,,,1,,,,"Draconic, Equipment, Arms",,Blade Break,Attack Reaction,,,,,"""**Attack Reaction** - Destroy this: Target attack that is attacking Arakni gets +1{p}.",,,,,,,,50,0.24752475247524752,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.13548436859825197,33,0.39285714285714285,0.0,0.21529286594145336,17,0.3617021276595745,0.0,0.19692926397880836,0,0.0,0.0,0.0,0.13740737664008726
Path of Vengeance,common,0,HNT147,"Draconic, Equipment, Legs",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT147.png,MLFcr8MRb7J7mDBzh6Lhk,,,,,1,,,,"Draconic, Equipment, Legs",,Blade Break,Attack Reaction,,Go again,,,"""**Attack Reaction** - Destroy this: Target attack that is attacking Arakni gets **go again**.",,,,,,,,36,0.1782178217821782,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.09754874539074142,18,0.21428571428571427,0.0,0.11743247233170184,18,0.3829787234042553,0.0,0.20851333833050298,0,0.0,0.0,0.0,0.10864860355406829
Coat of Allegiance,common,0,HNT148,"Draconic, Equipment, Chest",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT148.png,FdMpkDBJtRgkrP6zK6rfQ,,,,,0,,,,"Draconic, Equipment, Chest",,,Action,Go again,,,,"**Action** - Destroy this: Gain {r}. Until end of turn, you may only play cards that are Draconic. **Go again**",Draconic Equipment - Chest,,,,,,,43,0.21287128712871287,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.1165165569944967,25,0.2976190476190476,0.0,0.16310065601625254,18,0.3829787234042553,0.0,0.20851333833050298,0,0.0,0.0,0.0,0.1238713314489185
Oath of Loyalty (red),mythic,1,HNT149,"Draconic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT149.png,NdCm9WBnzPthfNNLrNggG,Red,1,0,4,3,,,,"Draconic, Action, Attack",,Go again,,,,,,"""This may only be played if it's the first action of your turn.",,,,,,,,6,0.0297029702970297,0.02580350443629419,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.12807222317114259,4,0.047619047619047616,0.04189457314457315,0.20537079543086953,2,0.0425531914893617,0.036024760680580456,0.1834755329872496,0,0.0,0.0,0.0,0.12961544280603973
Loyalty Beyond the Grave (red),mythic,1,HNT150,"Draconic, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT150.png,9PCRhmGdjtCwJcn8hgn6t,Red,1,0,,3,,,,"Draconic, Defense Reaction",,,,,,,,"While this is in your graveyard, at the start of your turn, you may banish 2 cards named Loyalty Beyond the Grave from your graveyard. If you do, draw a card.","Draconic, Defense Reaction",,,,No,No,,1,0.0049504950495049506,0.004243281471004243,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.021345370528523765,1,0.011904761904761904,0.01020408163265306,0.05134269885771738,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.017114232952572462
Compounding Anger (red),rare,1,HNT151,"Draconic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT151.png,G6kR7rLFDQDjLrLNLL6tp,Red,1,3,5,3,,,,"Draconic, Action, Attack",,,,,,,,This costs {r} less to play for each Draconic chain link you control.,Draconic Action - Attack,,,,,No,,18,0.0891089108910891,0.07730413213850959,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.12018856971806023,1,0.011904761904761904,0.01152073732718894,0.016056433466129307,17,0.3617021276595745,0.31165303737223543,0.4878589715359347,0,0.0,0.0,0.0,0.16797180166735468
Hunt to the Ends of Rathe (red),rare,1,HNT152,"Draconic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT152.png,zTPFF6jKhBgqGLpjtFrGG,Red,1,0,2,2,,,,"Draconic, Action, Attack",,"Mark, Go again",,,,,Mark,"""When this attacks Arakni, **mark** them.",,,,,,,,19,0.09405940594059406,0.0835626933736211,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.1268657124801747,13,0.15476190476190477,0.13960227792736604,0.20873363505968098,6,0.1276595744680851,0.10963984501218542,0.172185519365624,0,0.0,0.0,0.0,0.12697305147510166
March of Loyalty (red),rare,1,HNT153,"Draconic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT153.png,RbgFbTMtHzGhq8dmDLwpG,Red,1,0,4,3,,,,"Draconic, Action, Attack",,Go again,,,,,,"If you've created a Fealty token this turn, this gets **go again**",Draconic Action - Attack,,,,,No,,19,0.09405940594059406,0.08072859722413941,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.1268657124801747,8,0.09523809523809523,0.08364448746951494,0.12845146772903446,11,0.23404255319148937,0.19746892961355114,0.3156734521703107,0,0.0,0.0,0.0,0.14804163996644837
Bubble to the Surface (red),rare,1,HNT154,"Draconic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT154.png,CGLDFnpbfg9LbF7z7GndP,Red,1,2,,,,,,"Draconic, Instant",,,,,,,,"""This costs {r} less to play for each Draconic chain link you control.",,,,,,,,13,0.06435643564356436,0.05651838165764369,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.08680285590748794,10,0.11904761904761904,0.10668759690344132,0.16056433466129308,3,0.06382978723404255,0.05223308414797777,0.086092759682812,0,0.0,0.0,0.0,0.08221903144803504
