Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,Marlynn_total_count,Marlynn_average_count_per_deck,Marlynn_average_count_per_normalized_deck,Marlynn_pick_rate,Puffin_total_count,Puffin_average_count_per_deck,Puffin_average_count_per_normalized_deck,Puffin_pick_rate,Gravy Bones_total_count,Gravy Bones_average_count_per_deck,Gravy Bones_average_count_per_normalized_deck,Gravy Bones_pick_rate,"Scurv, Stowaway_total_count","Scurv, Stowaway_average_count_per_deck","Scurv, Stowaway_average_count_per_normalized_deck","Scurv, Stowaway_pick_rate",weighted_pick_rate
Fire in the Hole (red),rare,1,SEA101,"Ranger, Action",https://prod-content.fabrary.io/cards/SEA101.webp,qnr8rHRmfzBbrgbjM9GjG,Red,1,0,,2,,,,"Ranger, Action",,Go again,,,,,,"""Your next arrow attack this turn gets +3{p}.",,,,,,,,30,0.06772009029345373,0.056764585522164006,0.7582363511904764,0.762198275,0.7975172199921293,0.08689955910474305,30,0.26548672566371684,0.22253726890547482,0.34071502922019953,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08517875730504988
Monkey Powder (red),rare,1,SEA102,"Ranger, Action",https://prod-content.fabrary.io/cards/SEA102.webp,qrzhp6bWn7rbTFt9fHw7k,Red,1,3,,2,,,,"Ranger, Action",,Go again,,,Overpower,,,"""Your next arrow attack this turn gets +1{p} and **overpower**.",,,,,,,,24,0.05417607223476298,0.0449862830912782,0.7582363511904764,0.762198275,0.7975172199921293,0.06951964728379444,24,0.21238938053097345,0.17636215406580746,0.2725720233761596,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0681430058440399
Hook (blue),rare,3,SEA103,"Ranger, Action",https://prod-content.fabrary.io/cards/SEA103.webp,9tPpWpwwJdjzdcBppcpQq,Blue,3,0,,3,,,,"Ranger, Action",,Go again,,,,,,"""Look at the top card of your deck. If it's an arrow, you may put it face-up into your arsenal. If you do, it gets +1{p} this turn.",,,,,,,,31,0.06997742663656885,0.05821929673181792,0.7582363511904764,0.762198275,0.7975172199921293,0.08979621107490116,31,0.2743362831858407,0.2282402517893393,0.3520721968608728,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0880180492152182
Line (blue),rare,3,SEA104,"Ranger, Action",https://prod-content.fabrary.io/cards/SEA104.webp,8CRqBFWrD7R7kCrnJbKr9,Blue,3,0,,3,,,,"Ranger, Action",,Go again,,,Go again,,,"""Look at the top card of your deck. If it's an arrow, you may put it face-up into your arsenal. If you do, it gets **go again** this turn.",,,,,,,,26,0.05869074492099323,0.049872080600587274,0.7582363511904764,0.762198275,0.7975172199921293,0.07531295122411065,26,0.23008849557522124,0.19551620978814302,0.29528635865750624,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07382158966437656
Sinker (blue),rare,3,SEA105,"Ranger, Action",https://prod-content.fabrary.io/cards/SEA105.webp,z8hRmWFtTQPPC8pDR9jTw,Blue,3,0,,3,,,,"Ranger, Action",,Go again,,,Overpower,,,"""Look at the top card of your deck. If it's an arrow, you may put it face-up into your arsenal. If you do, it gets **overpower** this turn.",,,,,,,,24,0.05417607223476298,0.04618710466818987,0.7582363511904764,0.762198275,0.7975172199921293,0.06951964728379444,24,0.21238938053097345,0.18106979971688594,0.2725720233761596,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0681430058440399
Dry Powder Shot (red),common,1,SEA106,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA106.webp,c98tqCFBpDpkCNbkkT8mg,Red,1,0,3,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,,"When this is put face-up into your arsenal, it gets +2{p} this turn.",Ranger Action - Arrow Attack,,,,,,,103,0.2325056433408578,0.19719510932622655,2.4196932014652024,2.4336603450980396,2.211477811764707,0.10051524010383403,103,0.911504424778761,0.7730746321373306,0.3936254333529445,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09840635833823612
Entangling Shot (red),common,1,SEA107,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA107.webp,JKqPrBhgGqjjWjnwBPpJN,Red,1,0,4,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,,"When this is put face-up into your arsenal, you may {t} target hero.",Ranger Action - Arrow Attack,,,,,,,97,0.21896162528216703,0.18523809900188495,2.4196932014652024,2.4336603450980396,2.211477811764707,0.09465998339875632,97,0.8584070796460177,0.7261989190958853,0.37069579645859824,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09267394911464956
Nettling Shot (red),common,1,SEA108,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA108.webp,fhmnPQWbBz77qwmWDL6hT,Red,1,0,4,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,,"When this is put face-up into your arsenal, you may {t} target ally.",Ranger Action - Arrow Attack,,,,,,,78,0.17607223476297967,0.14958202296552964,2.4196932014652024,2.4336603450980396,2.211477811764707,0.07611833716601024,78,0.6902654867256637,0.5864144794135366,0.29808527962650166,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07452131990662542
Scouting Shot (red),common,1,SEA109,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA109.webp,mTbrkkQFPRjRGNJMPtF7Q,Red,1,0,4,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,,"When this is put face-up into your arsenal, you may look at the top card of your deck.",Ranger Action - Arrow Attack,,,,,,,88,0.1986455981941309,0.16814103561039087,2.4196932014652024,2.4336603450980396,2.211477811764707,0.08587709834113975,88,0.7787610619469026,0.6591723785433907,0.33630134111707877,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08407533527926969
Swift Shot (red),common,1,SEA110,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA110.webp,wFhMnRGdkbwTt6CgpQLHP,Red,1,0,4,3,,,,"Ranger, Action, Arrow, Attack",,Go again,,,,,,"When this is put face-up into your arsenal, it gets **go again** this turn.",Ranger Action - Arrow Attack,,,,,,,112,0.2528216704288939,0.21458472363878292,2.4196932014652024,2.4336603450980396,2.211477811764707,0.1092981251614506,112,0.9911504424778761,0.8412480758582375,0.42801988869446395,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10700497217361599
Head Shot (red),common,1,SEA111,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA111.webp,KjdKWBHLWtqdF66zPzRwG,Red,1,1,4,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,,"When this is put into your arsenal face up, it gains +2{p} until end of turn.",Ranger Action - Arrow Attack,,,,,,,82,0.18510158013544017,0.1562070990712741,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.08789376403249576,82,0.7256637168141593,0.6123871229077383,0.34427790594444935,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08606947648611234
Head Shot (yellow),common,2,SEA112,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA112.webp,cDJpRqfcbpFm8NjnhDfCw,Yellow,2,1,3,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,,"When this is put into your arsenal face up, it gains +2{p} until end of turn.",Ranger Action - Arrow Attack,,,,,,,72,0.16252821670428894,0.13874938387792332,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.07717501232121578,72,0.6371681415929203,0.5439466996276109,0.3022927954634189,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07557319886585473
Head Shot (blue),common,3,SEA113,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA113.webp,zNgcmTJjnWHfGKcLmPw8G,Blue,3,1,2,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,,"When this is put into your arsenal face up, it gains +2{p} until end of turn.",Ranger Action - Arrow Attack,,,,,,,119,0.2686230248306998,0.22809559254016942,2.2218253333333338,2.2218253333333338,2.9994642000000007,0.10224217951406105,119,1.0530973451327434,0.8942154645601332,0.40179719233639066,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10044929808409767
Salvage Shot (red),common,1,SEA114,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA114.webp,9pnrkbM9DbqCqqkbDCC8N,Red,1,1,5,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,,"When this hits, put it on the bottom of its owner's deck.",Ranger Action - Arrow Attack,,,,,,,89,0.20090293453724606,0.16959066049605,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.09539689023039173,89,0.7876106194690266,0.664855421236727,0.3736674832811706,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09341687082029265
Salvage Shot (yellow),common,2,SEA115,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA115.webp,d8mzLHtQRkT8GWFcgR78H,Yellow,2,1,4,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,,"When this hits, put it on the bottom of its owner's deck.",Ranger Action - Arrow Attack,,,,,,,84,0.18961625282167044,0.16115099346645792,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.09003751437475174,84,0.7433628318584071,0.6317689389879722,0.3526749280406554,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08816873201016386
Salvage Shot (blue),common,3,SEA116,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA116.webp,bjffjnzNfQhdcGKKCWKCd,Blue,3,1,3,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,,"When this hits, put it on the bottom of its owner's deck.",Ranger Action - Arrow Attack,,,,,,,113,0.255079006772009,0.2157359771264319,2.2218253333333338,2.2218253333333338,2.9994642000000007,0.0970871116394025,113,1.0,0.8457613970531799,0.38153851036985,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0953846275924625
Sic 'Em Shot (red),common,1,SEA117,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA117.webp,TrRC6WMrRhbCtKzpRQLPM,Red,1,1,4,3,,,,"Ranger, Action, Arrow, Attack",,Go again,,,,,,**Go again**,Ranger Action - Arrow Attack,,,,,,,87,0.1963882618510158,0.1679015030865723,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.09325313988813573,87,0.7699115044247787,0.6582333262597481,0.36527046118496453,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09131761529624113
Sic 'Em Shot (yellow),common,2,SEA118,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA118.webp,TMBGhtBJMzbWMLPzNJCW9,Yellow,2,1,3,3,,,,"Ranger, Action, Arrow, Attack",,Go again,,,,,,**Go again**,Ranger Action - Arrow Attack,,,,,,,68,0.15349887133182843,0.13008639375116346,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.07288751163670379,68,0.6017699115044248,0.5099847117855346,0.28549875127100677,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07137468781775169
Sic 'Em Shot (blue),common,3,SEA119,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA119.webp,FHfhK9rLHDcNCdQJQ79Wh,Blue,3,1,2,3,,,,"Ranger, Action, Arrow, Attack",,Go again,,,,,,**Go again**,Ranger Action - Arrow Attack,,,,,,,122,0.27539503386004516,0.23416446928556126,2.2218253333333338,2.2218253333333338,2.9994642000000007,0.10481971345139032,122,1.079646017699115,0.9180076096770233,0.411926533319661,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10298163332991525
Call in the Big Guns (red),common,1,SEA120,"Ranger, Action",https://prod-content.fabrary.io/cards/SEA120.webp,7c9KRd7Rh7hbGJ8kRCrFr,Red,1,0,,2,,,,"Ranger, Action",,Go again,,,,,,"""Your next arrow attack this turn gets +3{p}.",,,,,,,,126,0.28442437923250563,0.24090903918962936,2.4196932014652024,2.4336603450980396,3.2112992117647066,0.1003441187014608,126,1.1150442477876106,0.9444487111593435,0.39416914386526997,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09854228596631749
Call in the Big Guns (yellow),common,2,SEA121,"Ranger, Action",https://prod-content.fabrary.io/cards/SEA121.webp,L6GQFG6PbmFHrGw8fhwMn,Yellow,2,0,,2,,,,"Ranger, Action",,Go again,,,,,,"""Your next arrow attack this turn gets +2{p}.",,,,,,,,96,0.21670428893905191,0.18182261544185338,2.4196932014652024,2.4336603450980396,2.211477811764707,0.09368410728124336,96,0.8495575221238938,0.7128090145198323,0.3668741903095405,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09171854757738512
Call in the Big Guns (blue),common,3,SEA122,"Ranger, Action",https://prod-content.fabrary.io/cards/SEA122.webp,QLDR6B8G7KPBBTF8C9JKJ,Blue,3,0,,2,,,,"Ranger, Action",,Go again,,,,,,"""Your next arrow attack this turn gets +1{p}.",,,,,,,,75,0.16930022573363432,0.14299151624154802,2.4196932014652024,2.4336603450980396,2.211477811764707,0.07319070881347138,75,0.6637168141592921,0.5605773601327945,0.28662046117932855,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07165511529483214
"Scurv, Stowaway",rare,0,SEA123,"Pirate, Thief, Hero, Young",https://prod-content.fabrary.io/cards/SEA123.webp,gKgfQDwNnGH8GtfL9RkPG,,,,,,20,4.0,,"Pirate, Thief, Hero, Young",,Go again,,,,,,"""**Action** - {t}, destroy a Gold you control: Create a Goldkiss Rum token. **Go again**",,,,,,,,0,0.0,0.0,0.6789978750000002,0.6789978750000002,0.3591393719008266,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Blue Sea Tricorn,common,0,SEA126,"Pirate, Equipment, Head",https://prod-content.fabrary.io/cards/SEA126.webp,8TbK6kFJcDtRjqwNzBbmp,,,,,1,,,,"Pirate, Equipment, Head",,Blade Break,Action,Go again,,,,"""**Action** - {r}{r}{r}, destroy this: Draw a card. **Go again**",,,,,,,,103,0.2325056433408578,0.0,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.14723585153104354,29,0.25663716814159293,0.0,0.16237734455863917,47,0.3821138211382114,0.0,0.24174039323471552,23,0.125,0.0,0.07943287582710622,4,0.17391304347826086,0.0,0.10815067621426606,0.14792532245868176
Buccaneer's Bounty,common,0,SEA127,"Pirate, Equipment, Chest",https://prod-content.fabrary.io/cards/SEA127.webp,KL6rbKJcpRFhNFLwbkbbg,,,,,1,,,,"Pirate, Equipment, Chest",,Blade Break,Action,Go again,,,,"""**Action** - Destroy this: Gain {r}. **Go again**",,,,,,,,103,0.2325056433408578,0.0,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.14723585153104354,29,0.25663716814159293,0.0,0.16237734455863917,18,0.14634146341463414,0.0,0.09258142719627403,50,0.2717391304347826,0.0,0.17268016484153526,6,0.2608695652173913,0.0,0.16222601432139908,0.14746623772946188
Fish Fingers,common,0,SEA128,"Pirate, Equipment, Arms",https://prod-content.fabrary.io/cards/SEA128.webp,KGqmhqzwPDDcr6MNr76gB,,,,,1,,,,"Pirate, Equipment, Arms",,Blade Break,Action,Go again,,,,"""**Action** - {r}, destroy this: Your next attack this turn gets +1{p}. **Go again**",,,,,,,,80,0.18058690744920994,0.0,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.11435794293673285,18,0.1592920353982301,0.0,0.10078593800191397,31,0.25203252032520324,0.0,0.15944579128247194,24,0.13043478260869565,0.0,0.08288647912393692,7,0.30434782608695654,0.0,0.1892636833749656,0.1330954729458221
Peg Leg,common,0,SEA129,"Pirate, Equipment, Legs",https://prod-content.fabrary.io/cards/SEA129.webp,wcP88wJc6CFbLQpQFJcCn,,,,,1,,,,"Pirate, Equipment, Legs",,Blade Break,Action,Go again,Go again,,,"""**Action** - {r}{r}{r}, destroy this: Your next attack this turn gets **go again**. **Go again**.",,,,,,,,90,0.20316027088036118,0.0,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.12865268580382447,28,0.24778761061946902,0.0,0.15677812578075506,10,0.08130081300813008,0.0,0.05143412622015224,45,0.24456521739130435,0.0,0.15541214835738174,7,0.30434782608695654,0.0,0.1892636833749656,0.13822202093331365
Conqueror of the High Seas (red),mythic,1,SEA130,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA130.webp,gHzNJcBw6rtnCgNqfftPz,Red,1,4,7,3,,,,"Pirate, Action, Attack",,"High Tide, Go again",,,,,,"""When this hits a hero, destroy all cards in their arsenal. Create a Gold token for each card destroyed this way.",,,,,,,,12,0.02708803611738149,0.02225664530943064,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.1506223195352911,3,0.02654867256637168,0.021990416316288258,0.14762179341355502,3,0.024390243902439025,0.02015255673792259,0.1356383777806467,6,0.03260869565217391,0.026608762769416962,0.1809086333290707,0,0.0,0.0,0.0,0.1160422011308181
Loan Shark (yellow),mythic,2,SEA131,"Pirate, Action, Aura",https://prod-content.fabrary.io/cards/SEA131.webp,88GhcGBpR8WDWQRr87hcn,Yellow,2,0,,3,,,,"Pirate, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,7,0.01580135440180587,0.01368686954406332,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.0878630197289198,3,0.02654867256637168,0.02194645906802404,0.14762179341355502,3,0.024390243902439025,0.021002710027100267,0.1356383777806467,0,0.0,0.0,0.0,1,0.043478260869565216,0.043478260869565216,0.24608007625590625,0.132335061862527
Tip the Barkeep (blue),mythic,3,SEA132,"Pirate, Action",https://prod-content.fabrary.io/cards/SEA132.webp,gzHcjD7dKLpDfKtnKW8p8,Blue,3,0,,3,,,,"Pirate, Action",,Go again,,,,,,"""Create a Goldkiss Rum token.",,,,,,,,8,0.01805869074492099,0.016227834439441514,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.10041487969019405,3,0.02654867256637168,0.022395686112500274,0.14762179341355502,0,0.0,0.0,0.0,5,0.02717391304347826,0.025316402858478596,0.15075719444089225,0,0.0,0.0,0.0,0.07459474696361182
Sunken Treasure (blue),mythic,3,SEA133,"Pirate, Block",https://prod-content.fabrary.io/cards/SEA133.webp,RjKRwHmnd9Dh87HHhr9mw,Blue,3,,,3,,,,"Pirate, Block",,,,,,,,"When this defends, you may turn a card in a graveyard face-down. If it's yellow, create a Gold token.",Pirate Block,,,,No,No,,10,0.022573363431151242,0.019462726098106873,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.1255185996127426,2,0.017699115044247787,0.015656909462219197,0.09841452894237002,4,0.032520325203252036,0.027935692890763496,0.18085117037419557,2,0.010869565217391304,0.008605072463768116,0.06030287777635691,2,0.08695652173913043,0.07971014492753623,0.4921601525118125,0.20793218240118375
HMS Barracuda (yellow),rare,2,SEA134,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA134.webp,bkMchLmgcWQfPCf7MtjnF,Yellow,2,4,6,3,,,,"Pirate, Action, Attack",,"High Tide, Overpower",,,,,,"""When this hits a hero, destroy an ally they control.",,,,,,,,50,0.11286681715575621,0.09666793199912903,0.7582363511904764,0.762198275,0.7975172199921293,0.14483259850790509,13,0.11504424778761062,0.10037640413643865,0.14764317932875312,12,0.0975609756097561,0.08028273844176584,0.1252128435396765,22,0.11956521739130435,0.10129805132812772,0.15325261330443476,3,0.13043478260869565,0.12903225806451613,0.1686778841274579,0.14869663007508055
HMS Kraken (yellow),rare,2,SEA135,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA135.webp,7p9qhCT76DDh6MQ9zFDwK,Yellow,2,4,6,3,,,,"Pirate, Action, Attack",,"High Tide, Overpower",,,,,,"""When this hits a hero, destroy an item they control.",,,,,,,,44,0.09932279909706546,0.08392397934809524,0.7582363511904764,0.762198275,0.7975172199921293,0.12745268668695647,13,0.11504424778761062,0.09815478198908281,0.14764317932875312,13,0.10569105691056911,0.09075636845208622,0.13564724716798285,16,0.08695652173913043,0.07114383605162984,0.11145644603958892,2,0.08695652173913043,0.07971014492753623,0.11245192275163861,0.12679969882199088
HMS Marlin (yellow),rare,2,SEA136,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA136.webp,NPjFdzCwz8HKdGkcwLPmw,Yellow,2,4,6,3,,,,"Pirate, Action, Attack",,"High Tide, Overpower",,,,,,"""When this hits a hero, destroy the top card of their deck.",,,,,,,,57,0.12866817155756208,0.11085778979069623,0.7582363511904764,0.762198275,0.7975172199921293,0.1651091622990118,22,0.19469026548672566,0.16671744368907307,0.24985768809481299,9,0.07317073170731707,0.06374268210710103,0.09390963265475735,21,0.11413043478260869,0.09605014619599597,0.14628658542696046,5,0.21739130434782608,0.20684143222506396,0.2811298068790965,0.19279592826390682
Murderous Rabble (blue),rare,3,SEA137,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA137.webp,jDPCKWMC9wbhQHtDj8fzM,Blue,3,0,0,3,,,,"Pirate, Action, Attack",,Go again,,,,,,"""When this attacks, reveal the top card of your deck. This gets +X{p}, where X is the pitch value of the card revealed this way.",,,,,,,,32,0.07223476297968397,0.06319187570785381,0.7582363511904764,0.762198275,0.43837784809130287,0.12201401558523481,9,0.07964601769911504,0.06959253353039882,0.13388864640724263,8,0.06504065040650407,0.057084501828895094,0.1092731465054925,12,0.06521739130434782,0.055844117344330105,0.11223174855660237,3,0.13043478260869565,0.12318840579710144,0.20117670341958788,0.13914256122223134
Pilfer the Wreck (red),rare,1,SEA138,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA138.webp,pptHzNLNnz6wnCMFqBgG6,Red,1,3,7,2,,,,"Pirate, Action, Attack",,,,,,,,"When this hits a hero, you may turn a card in their graveyard face-down. If it's yellow, create a Gold token.",Pirate Action - Attack,,,,,No,,47,0.10609480812641084,0.09171336934359,0.7582363511904764,0.762198275,0.7975172199921293,0.13614264259743078,5,0.04424778761061947,0.037908961991283296,0.056785838203366586,16,0.13008130081300814,0.11199198248960388,0.16695045805290198,19,0.10326086956521739,0.08729981490867882,0.13235452967201183,7,0.30434782608695654,0.28291870107726885,0.3935817296307351,0.1874181388897539
Pilfer the Wreck (yellow),rare,2,SEA139,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA139.webp,frFC8JrBBcmKCbDTjLbKc,Yellow,2,3,6,2,,,,"Pirate, Action, Attack",,,,,,,,"When this hits a hero, you may turn a card in their graveyard face-down. If it's yellow, create a Gold token.",Pirate Action - Attack,,,,,No,,31,0.06997742663656885,0.05994294127684885,0.7582363511904764,0.762198275,0.7975172199921293,0.08979621107490116,6,0.05309734513274336,0.04403676396573462,0.0681430058440399,11,0.08943089430894309,0.07597790845544375,0.1147784399113701,7,0.03804347826086957,0.030498175521058813,0.04876219514232015,7,0.30434782608695654,0.2878965922444183,0.3935817296307351,0.1563163426321163
Pilfer the Wreck (blue),rare,3,SEA140,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA140.webp,qMGgBkKkjCT6cFgJjqnwQ,Blue,3,3,5,2,,,,"Pirate, Action, Attack",,,,,,,,"When this hits a hero, you may turn a card in their graveyard face-down. If it's yellow, create a Gold token.",Pirate Action - Attack,,,,,No,,45,0.10158013544018059,0.08691072312052964,0.7582363511904764,0.762198275,0.7975172199921293,0.13034933865711457,14,0.12389380530973451,0.1034361695064728,0.15900034696942644,5,0.04065040650406504,0.03435600234380722,0.05217201814153186,23,0.125,0.10694719560208692,0.16021864118190907,3,0.13043478260869565,0.12648221343873517,0.1686778841274579,0.1350172226050813
Saltwater Swell (red),rare,1,SEA141,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA141.webp,c9hrdrfn8dNhkBcfQmqWn,Red,1,1,3,3,,,,"Pirate, Action, Attack",,Go again,,,,,,"""When this attacks, reveal the top card of your deck. If it's blue, pitch it.",,,,,,,,35,0.07900677200902935,0.06692776478277111,0.7582363511904764,0.762198275,0.7975172199921293,0.10138281895553355,13,0.11504424778761062,0.09717562037317373,0.14764317932875312,2,0.016260162601626018,0.013765558959246192,0.020868807256612748,19,0.10326086956521739,0.08772640006129541,0.13235452967201183,1,0.043478260869565216,0.03623188405797101,0.056225961375819304,0.08927311940829925
Saltwater Swell (yellow),rare,2,SEA142,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA142.webp,rBz7GBhR7FPkbzKwRWmdp,Yellow,2,1,2,3,,,,"Pirate, Action, Attack",,Go again,,,,,,"""When this attacks, reveal the top card of your deck. If it's blue, pitch it.",,,,,,,,42,0.09480812641083522,0.08152643881499701,0.7582363511904764,0.762198275,0.7975172199921293,0.12165938274664027,12,0.10619469026548672,0.0895741992621359,0.1362860116880798,9,0.07317073170731707,0.0646334748549126,0.09390963265475735,16,0.08695652173913043,0.07221226918528034,0.11145644603958892,5,0.21739130434782608,0.20684143222506396,0.2811298068790965,0.15569547431538064
Saltwater Swell (blue),rare,3,SEA143,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA143.webp,DN8dWKrTLQzr6H9BJ8kcn,Blue,3,1,1,3,,,,"Pirate, Action, Attack",,Go again,,,,,,"""When this attacks, reveal the top card of your deck. If it's blue, pitch it.",,,,,,,,65,0.14672686230248308,0.12304474044208165,0.7582363511904764,0.762198275,0.7975172199921293,0.18828237806027662,13,0.11504424778761062,0.09574091848092506,0.14764317932875312,5,0.04065040650406504,0.035107726642877285,0.05217201814153186,42,0.22826086956521738,0.19001628165177512,0.2925731708539209,5,0.21739130434782608,0.19168913158682976,0.2811298068790965,0.19337954380082562
Divvy Up (blue),rare,3,SEA144,"Pirate, Action",https://prod-content.fabrary.io/cards/SEA144.webp,wBNFNMMLnnBTDczrjjgRH,Blue,3,0,,3,,,,"Pirate, Action",,,,,,,,"""Remove half the gold counters from Treasure Island, rounded up. If you are a Thief, instead remove all of them.",,,,,,,,35,0.07900677200902935,0.06764337612415135,0.7582363511904764,0.762198275,0.7975172199921293,0.10138281895553355,10,0.08849557522123894,0.07486624757474643,0.11357167640673317,6,0.04878048780487805,0.04272967786238948,0.06260642176983824,14,0.07608695652173914,0.06435613719283535,0.0975243902846403,5,0.21739130434782608,0.19168913158682976,0.2811298068790965,0.13870807383507705
Portside Exchange (blue),rare,3,SEA145,"Pirate, Action",https://prod-content.fabrary.io/cards/SEA145.webp,PRkRJkPDTwbd7RLCKPkNt,Blue,3,0,,3,,,,"Pirate, Action",,Go again,,,,,,"""Discard a card, then draw a card. If a yellow card is discarded this way, create a Gold token.",,,,,,,,48,0.10835214446952596,0.09229289815423722,0.7582363511904764,0.762198275,0.7975172199921293,0.13903929456758887,10,0.08849557522123894,0.07737895310671278,0.11357167640673317,7,0.056910569105691054,0.05205120617508294,0.07304082539814462,30,0.16304347826086957,0.13462984720787755,0.20898083632422923,1,0.043478260869565216,0.04207573632538569,0.056225961375819304,0.11295482487623158
