Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,draft_average_occurrence4,draft_average_occurrence5,draft_average_occurrence6,pick_rate,"Aurora, Emissary of Lightning_total_count","Aurora, Emissary of Lightning_average_count_per_deck","Aurora, Emissary of Lightning_average_count_per_normalized_deck","Aurora, Emissary of Lightning_pick_rate","Oscilio, Scion of the Third Age_total_count","Oscilio, Scion of the Third Age_average_count_per_deck","Oscilio, Scion of the Third Age_average_count_per_normalized_deck","Oscilio, Scion of the Third Age_pick_rate",Zyggy_total_count,Zyggy_average_count_per_deck,Zyggy_average_count_per_normalized_deck,Zyggy_pick_rate,weighted_pick_rate
Arcanic Cunning (red),rare,1,OMN088,"Runeblade, Action, Attack",https://prod-content.fabrary.io/cards/OMN088.webp,JH8zBb9R8WgDTGFmjNrRp,Red,1,0,4,3,,,,"Runeblade, Action, Attack",,,,,,,,"While this is attacking, defending, or on the stack, if you would be dealt arcane damage, prevent 1 of that damage.",Runeblade Action - Attack,,,,,No,,18,0.052478134110787174,0.04553262711168731,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.06851283056743229,18,0.1651376146788991,0.1432815697184289,0.21552857959872296,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07184285986624099
Arcanic Cunning (yellow),rare,2,OMN089,"Runeblade, Action, Attack",https://prod-content.fabrary.io/cards/OMN089.webp,mtmwgMQkDf6BgBGNGJHRF,Yellow,2,0,3,3,,,,"Runeblade, Action, Attack",,,,,,,,"While this is attacking, defending, or on the stack, if you would be dealt arcane damage, prevent 1 of that damage.",Runeblade Action - Attack,,,,,No,,23,0.06705539358600583,0.058112238222792025,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.08754417239171905,23,0.21100917431192662,0.1828669514717217,0.2753976294872571,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0917992098290857
Arcanic Cunning (blue),rare,3,OMN090,"Runeblade, Action, Attack",https://prod-content.fabrary.io/cards/OMN090.webp,tptp9kn8nHrbDfhFp7rCQ,Blue,3,0,2,3,,,,"Runeblade, Action, Attack",,,,,,,,"While this is attacking, defending, or on the stack, if you would be dealt arcane damage, prevent 1 of that damage.",Runeblade Action - Attack,,,,,No,,22,0.0641399416909621,0.053261026078724585,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.0837379040268617,22,0.2018348623853211,0.16760121050461038,0.26342381950955024,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08780793983651675
Leech Memory (red),rare,1,OMN091,"Runeblade, Action",https://prod-content.fabrary.io/cards/OMN091.webp,TqcqHwCjGhFkzkFCthwtd,Red,1,1,,3,,,,"Runeblade, Action",,Go again,,,,,,"""The next attack action card you play this turn gets +3{p} and """"Whenever this deals damage to a hero, you may put an attack action card from your graveyard on the bottom of your deck.""""",,,,,,,,25,0.0728862973760933,0.0622828434107081,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.09515670912143374,25,0.22935779816513763,0.19599096596213647,0.29934524944267077,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0997817498142236
Leech Renown (red),rare,1,OMN092,"Runeblade, Action",https://prod-content.fabrary.io/cards/OMN092.webp,mHqPTDJhBrhWtLCrRBWbf,Red,1,1,,3,,,,"Runeblade, Action",,Go again,,,,,,"""The next attack action card you play this turn gets +3{p} and """"Whenever this deals damage to a hero, destroy an aura token they control.""""",,,,,,,,34,0.09912536443148688,0.08354298412539754,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.1294131244051499,34,0.3119266055045872,0.2628921427065262,0.40710953924203225,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.13570317974734408
Leech Vitality (red),rare,1,OMN093,"Runeblade, Action",https://prod-content.fabrary.io/cards/OMN093.webp,9DqgBgRpB9C8cTRFjL8Gm,Red,1,1,,3,,,,"Runeblade, Action",,Go again,,,,,,"""The next attack action card you play this turn gets +3{p} and """"Whenever this deals damage to a hero, gain 1{h}.""""",,,,,,,,27,0.07871720116618076,0.06660237298996563,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.10276924585114844,27,0.24770642201834864,0.20958361408769002,0.32329286939808444,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10776428979936148
Constella Waves,common,0,OMN097,"Lightning, Wizard, Equipment, Arms",https://prod-content.fabrary.io/cards/OMN097.webp,hFfmQg8Rc6gttfrhzpcPh,,,,,0,,,,"Lightning, Wizard, Equipment, Arms",,,Instant,Amp 1,,,,"**Instant** - {t} your hero, destroy this: **Amp 1**",Lightning Wizard Equipment - Arms,,,,,,,67,0.19533527696793002,0.0,1.7142857142857149,1.8742430589937933,0.6666666666666669,0.6666666666666665,1.6216216216216217,1.621621621621621,0.12228771070690053,0,0.0,0.0,0.0,67,0.47183098591549294,0.0,0.29500673864525806,0,0.0,0.0,0.0,0.09833557954841936
Astral Bridge (red),mythic,1,OMN098,"Lightning, Wizard, Instant",https://prod-content.fabrary.io/cards/OMN098.webp,h6tW6K9N8LRqtbQrJLpgC,Red,1,0,,,,,,"Lightning, Wizard, Instant",,Starfall,,,,,,"""Put the top card of your deck into your graveyard. If it's an instant, you may play it this turn.",,,,,,,,11,0.03206997084548105,0.026318813833819836,0.5536304346328936,0.45558331731693247,0.3662809917355372,0.32,0.32,0.4666666666666669,0.07523367293561933,0,0.0,0.0,0.0,11,0.07746478873239436,0.06357290947183242,0.17953644055938675,0,0.0,0.0,0.0,0.05984548018646225
Echoflash (yellow),mythic,2,OMN099,"Lightning, Wizard, Instant",https://prod-content.fabrary.io/cards/OMN099.webp,wzqz9DGw687RGfqhgBPBm,Yellow,2,1,,,,,1,"Lightning, Wizard, Instant",,,,,,,,"""Deal 1 arcane damage to target hero.",,,,,,,,30,0.08746355685131195,0.07238009540826736,0.5536304346328936,0.45558331731693247,0.3662809917355372,0.4191735537190082,0.4191735537190082,0.5352380952380951,0.18026817176344676,0,0.0,0.0,0.0,30,0.2112676056338028,0.17483361073968806,0.43400615148408206,0,0.0,0.0,0.0,0.14466871716136068
Arc Ramp (red),rare,1,OMN100,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN100.webp,wBbcmhwcnfD8cgzrfk6gQ,Red,1,0,,2,,,,"Lightning, Wizard, Action",,"Go again, Amp 3",,,,,,"""**Amp 3**",,,,,,,,41,0.119533527696793,0.10109022775475486,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.15605700295915134,0,0.0,0.0,0.0,41,0.2887323943661972,0.24418273323859802,0.37646542054019416,0,0.0,0.0,0.0,0.12548847351339806
Arc Ramp (yellow),rare,2,OMN101,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN101.webp,fCdJGpdcFjfFTQjgmQ8Rp,Yellow,2,0,,2,,,,"Lightning, Wizard, Action",,"Go again, Amp 2",,,,,,"""**Amp 2**",,,,,,,,26,0.07580174927113703,0.0624400122336515,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.0989629774862911,0,0.0,0.0,0.0,26,0.18309859154929578,0.1508234098319892,0.23873416912304996,0,0.0,0.0,0.0,0.07957805637434999
Arc Ramp (blue),rare,3,OMN102,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN102.webp,9btBbfjNhPmdQwJLTNnGq,Blue,3,0,,2,,,,"Lightning, Wizard, Action",,"Go again, Amp 1",,,,,,"""**Amp 1**",,,,,,,,24,0.06997084548104957,0.058094565690813005,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.09135044075657639,0,0.0,0.0,0.0,24,0.16901408450704225,0.140327014309499,0.22037000226743073,0,0.0,0.0,0.0,0.0734566674224769
Core Reaction (red),rare,1,OMN103,"Lightning, Wizard, Instant, Aura",https://prod-content.fabrary.io/cards/OMN103.webp,C8dnFRThpKLT7Gkh7TJTm,Red,1,2,,,,,4,"Lightning, Wizard, Instant, Aura",,,,,,,,"At the beginning of your action phase, destroy this and deal 4 arcane damage to any target.",Lightning Wizard Instant - Aura,,,,,No,,54,0.15743440233236153,0.13280180125675298,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.20553849170229688,0,0.0,0.0,0.0,54,0.38028169014084506,0.3207818157117343,0.4958325051017191,0,0.0,0.0,0.0,0.16527750170057304
Core Reaction (yellow),rare,2,OMN104,"Lightning, Wizard, Instant, Aura",https://prod-content.fabrary.io/cards/OMN104.webp,mHLBRgG6qwPR8kznTh8Kd,Yellow,2,2,,,,,3,"Lightning, Wizard, Instant, Aura",,,,,,,,"At the beginning of your action phase, destroy this and deal 3 arcane damage to any target.",Lightning Wizard Instant - Aura,,,,,No,,38,0.11078717201166181,0.0910323451505338,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.1446381978645793,0,0.0,0.0,0.0,38,0.2676056338028169,0.2198879886382612,0.3489191702567653,0,0.0,0.0,0.0,0.11630639008558842
Core Reaction (blue),rare,3,OMN105,"Lightning, Wizard, Instant, Aura",https://prod-content.fabrary.io/cards/OMN105.webp,6mhWMHfB9pFcqz7QJfbhp,Blue,3,2,,,,,2,"Lightning, Wizard, Instant, Aura",,,,,,,,"At the beginning of your action phase, destroy this and deal 2 arcane damage to any target.",Lightning Wizard Instant - Aura,,,,,No,,36,0.10495626822157435,0.08832682301578715,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.13702566113486458,0,0.0,0.0,0.0,36,0.2535211267605634,0.21335281897475347,0.3305550034011461,0,0.0,0.0,0.0,0.11018500113371536
Flash Bolt (red),rare,1,OMN106,"Lightning, Wizard, Instant",https://prod-content.fabrary.io/cards/OMN106.webp,TkpjjKgfzKLgjRMDJNpk7,Red,1,2,,,,,3,"Lightning, Wizard, Instant",,,,,,,,Deal 3 arcane damage to target hero.,Lightning Wizard Instant,,,,,No,,50,0.1457725947521866,0.12193311695123703,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.1903134182428675,0,0.0,0.0,0.0,50,0.352112676056338,0.2945285853117908,0.45910417139048065,0,0.0,0.0,0.0,0.1530347237968269
Flash Bolt (yellow),rare,2,OMN107,"Lightning, Wizard, Instant",https://prod-content.fabrary.io/cards/OMN107.webp,bnHbThztdNdG7g7gNqFj6,Yellow,2,2,,,,,2,"Lightning, Wizard, Instant",,,,,,,,Deal 2 arcane damage to target hero.,Lightning Wizard Instant,,,,,No,,48,0.13994169096209913,0.11688720744504714,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.18270088151315278,0,0.0,0.0,0.0,48,0.3380281690140845,0.2823402264341632,0.44074000453486145,0,0.0,0.0,0.0,0.1469133348449538
Flash Bolt (blue),rare,3,OMN108,"Lightning, Wizard, Instant",https://prod-content.fabrary.io/cards/OMN108.webp,PhD7nmCtwWrmPpQ7NG8tz,Blue,3,2,,,,,1,"Lightning, Wizard, Instant",,,,,,,,Deal 1 arcane damage to target hero.,Lightning Wizard Instant,,,,,No,,40,0.11661807580174927,0.09733216042506677,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.152250734594294,0,0.0,0.0,0.0,40,0.28169014084507044,0.23510514806899932,0.36728333711238453,0,0.0,0.0,0.0,0.1224277790374615
Comet Collision (red),common,1,OMN109,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN109.webp,BRdKgPG6pJk8pGT7CWCpB,Red,1,0,,3,,,3,"Lightning, Wizard, Action",,Starfall,,,,,,"""Deal 3 arcane damage to any target.",,,,,,,,122,0.3556851311953353,0.29561091227477365,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,2.654310812115272,2.4790224618149144,0.13646615726723682,0,0.0,0.0,0.0,122,0.8591549295774648,0.7140460768327279,0.32814471563142034,0,0.0,0.0,0.0,0.10938157187714011
Comet Collision (yellow),common,2,OMN110,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN110.webp,kLgnHP8nHtnMwHfqN9zkp,Yellow,2,0,,3,,,2,"Lightning, Wizard, Action",,Starfall,,,,,,"""Deal 2 arcane damage to any target.",,,,,,,,87,0.2536443148688047,0.2127353791645205,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,1.5977070385303662,1.4978903863432171,0.12924035467402703,0,0.0,0.0,0.0,87,0.6126760563380281,0.5138608102354263,0.3023067204662893,0,0.0,0.0,0.0,0.10076890682209644
Comet Collision (blue),common,3,OMN111,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN111.webp,Mbrg9P78qm9PGCdPLbncD,Blue,3,0,,3,,,1,"Lightning, Wizard, Action",,Starfall,,,,,,"""Deal 1 arcane damage to any target.",,,,,,,,120,0.3498542274052478,0.28915171176039256,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.12401759890276083,0,0.0,0.0,0.0,120,0.8450704225352113,0.6984439234775679,0.30015969643684076,0,0.0,0.0,0.0,0.10005323214561358
Enion Surge (red),common,1,OMN112,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN112.webp,dzMffTNHqjw8q8jkDjGwD,Red,1,0,,3,,,3,"Lightning, Wizard, Action",,,,,,,,"""Deal 3 arcane damage to any target.",,,,,,,,139,0.40524781341107874,0.33895387788140613,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.1436537187290313,0,0.0,0.0,0.0,139,0.9788732394366197,0.8187407050233965,0.34768498170600726,0,0.0,0.0,0.0,0.11589499390200242
Enion Surge (yellow),common,2,OMN113,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN113.webp,McHtzkNrnJDfNFNNqCFC8,Yellow,2,0,,3,,,2,"Lightning, Wizard, Action",,,,,,,,"""Deal 2 arcane damage to any target.",,,,,,,,106,0.30903790087463556,0.2589706679212296,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.10954887903077207,0,0.0,0.0,0.0,106,0.7464788732394366,0.625541824626632,0.26514106518587605,0,0.0,0.0,0.0,0.08838035506195868
Enion Surge (blue),common,3,OMN114,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN114.webp,fWQbRmQL9nM8TBfkfbCbW,Blue,3,0,,3,,,1,"Lightning, Wizard, Action",,,,,,,,"""Deal 1 arcane damage to any target.",,,,,,,,97,0.282798833819242,0.2367710959868414,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,1.5977070385303662,1.4978903863432171,0.14409556785494967,0,0.0,0.0,0.0,97,0.6830985915492958,0.5719189149541309,0.3370546193704605,0,0.0,0.0,0.0,0.1123515397901535
Lightning Overload (red),common,1,OMN115,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN115.webp,9TcGzWhGzwHnn7FqfPbfR,Red,1,1,,3,,,4,"Lightning, Wizard, Action",,Starfall,,,,,,"""Deal 4 arcane damage to any target.",,,,,,,,109,0.3177842565597668,0.26364460701442516,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,1.9499082963920014,1.8249344115004487,0.14596107925185633,0,0.0,0.0,0.0,109,0.7676056338028169,0.6368316915911819,0.3451691686040892,0,0.0,0.0,0.0,0.1150563895346964
Lightning Overload (yellow),common,2,OMN116,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN116.webp,tBQtc8qMLfnmmGWCtFH9z,Yellow,2,1,,3,,,3,"Lightning, Wizard, Action",,Starfall,,,,,,"""Deal 3 arcane damage to any target.",,,,,,,,115,0.33527696793002915,0.2813911486814373,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.11885019894847912,0,0.0,0.0,0.0,115,0.8098591549295775,0.6796983380122041,0.2876530424186391,0,0.0,0.0,0.0,0.0958843474728797
Lightning Overload (blue),common,3,OMN117,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN117.webp,mp8HwB7fRRz7wK9fRrTmw,Blue,3,1,,3,,,2,"Lightning, Wizard, Action",,Starfall,,,,,,"""Deal 2 arcane damage to any target.",,,,,,,,131,0.3819241982507289,0.3184583720564786,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.13538587880218056,0,0.0,0.0,0.0,131,0.9225352112676056,0.769233955037832,0.3276743352768845,0,0.0,0.0,0.0,0.10922477842562817
Meteoric Impact (red),common,1,OMN118,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN118.webp,kLWrkbbDknfq8fR8TgHnL,Red,1,1,,3,,,3,"Lightning, Wizard, Action",,Starfall,,,,,,"""Deal 3 arcane damage to any target.",,,,,,,,159,0.46355685131195334,0.3860737955464191,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,2.654310812115272,2.4790224618149144,0.1778534344712349,0,0.0,0.0,0.0,159,1.119718309859155,0.9325585343128292,0.427664014634392,0,0.0,0.0,0.0,0.14255467154479734
Meteoric Impact (yellow),common,2,OMN119,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN119.webp,pWjWpGdCjTKHFDh9FJCrQ,Yellow,2,1,,3,,,2,"Lightning, Wizard, Action",,Starfall,,,,,,"""Deal 2 arcane damage to any target.",,,,,,,,84,0.24489795918367346,0.20101068203727895,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,1.5977070385303662,1.4978903863432171,0.12478379071975025,0,0.0,0.0,0.0,84,0.5915492957746479,0.485539886892864,0.29188235079503794,0,0.0,0.0,0.0,0.09729411693167932
Meteoric Impact (blue),common,3,OMN120,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN120.webp,MwqB6GDDJFWdmCBtnHPc9,Blue,3,1,,3,,,1,"Lightning, Wizard, Action",,Starfall,,,,,,"""Deal 1 arcane damage to any target.",,,,,,,,147,0.42857142857142855,0.35593050705667406,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.151921558655882,0,0.0,0.0,0.0,147,1.0352112676056338,0.8597476332425296,0.36769562813512996,0,0.0,0.0,0.0,0.12256520937837666
Nebula Duality (red),common,1,OMN121,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN121.webp,wpjRKCTP7LDRPJ9JQRTWQ,Red,1,0,,3,,,3,"Lightning, Wizard, Action",,,Instant,,,,,"""Deal 3 arcane damage to any target.",,,,,,,,159,0.46355685131195334,0.38542039656611105,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.1643233185461581,0,0.0,0.0,0.0,159,1.119718309859155,0.9309802536772964,0.39771159777881404,0,0.0,0.0,0.0,0.13257053259293802
Nebula Duality (yellow),common,2,OMN122,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN122.webp,NJzwDLBDqqptTpFQTpkNm,Yellow,2,0,,3,,,2,"Lightning, Wizard, Action",,,Instant,,,,,"""Deal 2 arcane damage to any target.",,,,,,,,122,0.3556851311953353,0.2953759454487078,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,2.654310812115272,2.4790224618149144,0.13646615726723682,0,0.0,0.0,0.0,122,0.8591549295774648,0.7134785161190619,0.32814471563142034,0,0.0,0.0,0.0,0.10938157187714011
Nebula Duality (blue),common,3,OMN123,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN123.webp,NrmFkQH9q78BrzKJ8L9DJ,Blue,3,0,,3,,,1,"Lightning, Wizard, Action",,,Instant,,,,,"""Deal 1 arcane damage to any target.",,,,,,,,162,0.47230320699708456,0.3921410932228171,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.16742375851872712,0,0.0,0.0,0.0,162,1.1408450704225352,0.9472140491227202,0.4052155901897351,0,0.0,0.0,0.0,0.13507186339657837
Tap Lessons Past (red),common,1,OMN124,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN124.webp,pJ9nmwqTCCHnPdCKhmCpj,Red,1,1,,3,,,4,"Lightning, Wizard, Action",,,,,,,,"""Deal 4 arcane damage to any target.",,,,,,,,109,0.3177842565597668,0.26236981716196195,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,1.5977070385303662,1.4978903863432171,0.16192182367205687,0,0.0,0.0,0.0,109,0.7676056338028169,0.6337524456799503,0.3787520980554659,0,0.0,0.0,0.0,0.12625069935182195
Tap Lessons Past (yellow),common,2,OMN125,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN125.webp,qJTtff8cWtnkLngCdnfGt,Yellow,2,1,,3,,,3,"Lightning, Wizard, Action",,,,,,,,"""Deal 3 arcane damage to any target.",,,,,,,,87,0.2536443148688047,0.2119135570540326,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,1.9499082963920014,1.8249344115004487,0.11650104490744496,0,0.0,0.0,0.0,87,0.6126760563380281,0.5118757047150224,0.27550199695922717,0,0.0,0.0,0.0,0.09183399898640905
Tap Lessons Past (blue),common,3,OMN126,"Lightning, Wizard, Action",https://prod-content.fabrary.io/cards/OMN126.webp,npt7bHwQtJJr8wKKgB79N,Blue,3,1,,3,,,2,"Lightning, Wizard, Action",,,,,,,,"""Deal 2 arcane damage to any target.",,,,,,,,141,0.4110787172011662,0.3443903679641497,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.14572067871074398,0,0.0,0.0,0.0,141,0.9929577464788732,0.8318725085331221,0.35268764331328795,0,0.0,0.0,0.0,0.11756254777109598
Cosmic Suture (red),common,1,OMN127,"Lightning, Wizard, Instant",https://prod-content.fabrary.io/cards/OMN127.webp,wd8WJpB9j7qfWHWFffqWr,Red,1,2,,,,,,"Lightning, Wizard, Instant",,Starfall,,,,,,"""Prevent the next 4 damage that would be dealt to you this turn.",,,,,,,,140,0.40816326530612246,0.3415308650204268,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.14468719871988764,0,0.0,0.0,0.0,140,0.9859154929577465,0.8249653993099041,0.3501863125096476,0,0.0,0.0,0.0,0.1167287708365492
Cosmic Suture (yellow),common,2,OMN128,"Lightning, Wizard, Instant",https://prod-content.fabrary.io/cards/OMN128.webp,PhWgpcwRmzjQ6bDcqcPbW,Yellow,2,2,,,,,,"Lightning, Wizard, Instant",,Starfall,,,,,,"""Prevent the next 3 damage that would be dealt to you this turn.",,,,,,,,134,0.39067055393586003,0.326087225711737,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.1384863187747496,0,0.0,0.0,0.0,134,0.9436619718309859,0.7876613973177872,0.33517832768780553,0,0.0,0.0,0.0,0.11172610922926851
Cosmic Suture (blue),common,3,OMN129,"Lightning, Wizard, Instant",https://prod-content.fabrary.io/cards/OMN129.webp,JRmqMNgWfmdffrT8WKrLf,Blue,3,2,,,,,,"Lightning, Wizard, Instant",,Starfall,,,,,,"""Prevent the next 2 damage that would be dealt to you this turn.",,,,,,,,78,0.22740524781341107,0.19006751092703353,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,1.5977070385303662,1.4978903863432171,0.11587066281119665,0,0.0,0.0,0.0,78,0.5492957746478874,0.4591067341406514,0.27103361145253524,0,0.0,0.0,0.0,0.09034453715084508
Constella Contemplation (yellow),common,2,OMN130,"Lightning, Wizard, Instant",https://prod-content.fabrary.io/cards/OMN130.webp,pnDhdJwLcgC8zgTmK9Tkw,Yellow,2,0,,,,,1,"Lightning, Wizard, Instant",,Starfall,,,,,,"""Create a Ponder token.",,,,,,,,104,0.3032069970845481,0.2526681695421771,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,1.5977070385303662,1.4978903863432171,0.15449421708159555,0,0.0,0.0,0.0,104,0.7323943661971831,0.6103181841758221,0.3613781486033803,0,0.0,0.0,0.0,0.12045938286779344
Constella Flowslide (yellow),common,2,OMN131,"Lightning, Wizard, Instant",https://prod-content.fabrary.io/cards/OMN131.webp,TCdgGPCgzDgGCJrwQgdpF,Yellow,2,0,,,,,1,"Lightning, Wizard, Instant",,Starfall,,,,,,"""Create a Lightning Flow token.",,,,,,,,159,0.46355685131195334,0.3875241995180971,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.1643233185461581,0,0.0,0.0,0.0,159,1.119718309859155,0.9360619748923049,0.39771159777881404,0,0.0,0.0,0.0,0.13257053259293802
Constella Uplift (yellow),common,2,OMN132,"Lightning, Wizard, Instant",https://prod-content.fabrary.io/cards/OMN132.webp,M6JRMPmrkhRWnW9mhPQwP,Yellow,2,0,,,,,1,"Lightning, Wizard, Instant",,Starfall,,,,,,"""{u} a staff you control.",,,,,,,,148,0.4314868804664723,0.36216689647746747,2.8108826952611166,2.313803498554232,2.507322024068435,2.5222353404171587,3.0065120699769063,2.806066486972149,0.15295503864673834,0,0.0,0.0,0.0,148,1.0422535211267605,0.8748115879702206,0.3701969589387703,0,0.0,0.0,0.0,0.12339898631292344
Tome of Quandaries (blue),mythic,3,OMN133,"Wizard, Instant",https://prod-content.fabrary.io/cards/OMN133.webp,CfjtgbzgrFRD6QPzPdkdW,Blue,3,0,,2,,,,"Wizard, Instant",,,,,,,,Create 2 Ponder tokens.,Wizard Instant,,,,No,No,,18,0.052478134110787174,0.0435404779903615,0.5536304346328936,0.45558331731693247,0.3662809917355372,0.32,0.32,0.4666666666666669,0.12310964662192253,0,0.0,0.0,0.0,18,0.1267605633802817,0.10517171796263376,0.29378690273354197,0,0.0,0.0,0.0,0.09792896757784732
Aethersling (red),rare,1,OMN134,"Wizard, Action",https://prod-content.fabrary.io/cards/OMN134.webp,9zRFqTmPffQ8Q8dKbPdrb,Red,1,1,,2,,,4,"Wizard, Action",,Go again,,,,,,"""Deal 4 arcane damage to any target.",,,,,,,,44,0.1282798833819242,0.10574474435918846,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.1674758080537234,0,0.0,0.0,0.0,44,0.30985915492957744,0.25542568531832144,0.404011670823623,0,0.0,0.0,0.0,0.13467055694120766
