Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,Florian_total_count,Florian_average_count_per_deck,Florian_average_count_per_normalized_deck,Florian_pick_rate,Verdance_total_count,Verdance_average_count_per_deck,Verdance_average_count_per_normalized_deck,Verdance_pick_rate,Oscilio_total_count,Oscilio_average_count_per_deck,Oscilio_average_count_per_normalized_deck,Oscilio_pick_rate,Aurora_total_count,Aurora_average_count_per_deck,Aurora_average_count_per_normalized_deck,Aurora_pick_rate,weighted_pick_rate
Splintering Deadwood (red),rare,1,ROS121,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS121.png,ccMrKMKrqCHDBFcnQFCFB,Red,1,3,7,3,,,,"Runeblade, Action, Attack",,,,,,,,"When this attacks or hits, you may destroy an aura you control. If you do, create a Runechant token.",Runeblade Action - Attack,,,,,No,,30,0.09933774834437085,0.08480574028065103,0.8496496842105264,0.8496496842105264,0.805600452370596,0.11954291429937702,22,0.21359223300970873,0.18454164244406346,0.2574797770569289,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,0.11940298507462686,0.09856036407489668,0.14262895324717792,0.10002718257602672
Splintering Deadwood (yellow),rare,2,ROS122,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS122.png,DrMHRGghQK9rb9NdTTKmj,Yellow,2,3,6,3,,,,"Runeblade, Action, Attack",,,,,,,,"When this attacks or hits, you may destroy an aura you control. If you do, create a Runechant token.",Runeblade Action - Attack,,,,,No,,37,0.12251655629139073,0.10560532615786697,0.8496496842105264,0.8496496842105264,0.805600452370596,0.14743626096923165,26,0.2524271844660194,0.2210280080200276,0.3042942819763706,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,0.16417910447761194,0.13622274139720858,0.19611481071486966,0.12510227317281006
Splintering Deadwood (blue),rare,3,ROS123,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS123.png,R99PcjQg9DCkMMcdTW7Hh,Blue,3,3,5,3,,,,"Runeblade, Action, Attack",,,,,,,,"When this attacks or hits, you may destroy an aura you control. If you do, create a Runechant token.",Runeblade Action - Attack,,,,,No,,37,0.12251655629139073,0.10412430760522944,0.8496496842105264,0.8496496842105264,0.805600452370596,0.14743626096923165,25,0.24271844660194175,0.20615248123589222,0.29259065574651016,0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,0.1791044776119403,0.15241545267884163,0.2139434298707669,0.12663352140431927
Vantage Point (red),rare,1,ROS124,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS124.png,HbzHpFQDj9pBBtDbNKqwC,Red,1,3,7,3,,,,"Runeblade, Action, Attack",,Overpower,,,,,,"If you've played or created an aura this turn, this gets **overpower**.",Runeblade Action - Attack,,,,,No,,20,0.06622516556291391,0.05626886323429494,0.8496496842105264,0.8496496842105264,0.805600452370596,0.07969527619958468,14,0.13592233009708737,0.1170707948263631,0.1638507672180457,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,0.08955223880597014,0.07365529596480107,0.10697171493538345,0.06770562053835728
Vantage Point (yellow),rare,2,ROS125,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS125.png,rcKfddzQpzGHbqtrNbhGC,Yellow,2,3,6,3,,,,"Runeblade, Action, Attack",,Overpower,,,,,,"If you've played or created an aura this turn, this gets **overpower**.",Runeblade Action - Attack,,,,,No,,23,0.076158940397351,0.0654891580732276,0.8496496842105264,0.8496496842105264,0.805600452370596,0.09164956762952238,16,0.1553398058252427,0.1355299895143487,0.1872580196777665,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.1044776119402985,0.08683786295726593,0.12480033409128069,0.0780145884422618
Vantage Point (blue),rare,3,ROS126,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS126.png,QtH7PBLtrgwf8tLG8HpWD,Blue,3,3,5,3,,,,"Runeblade, Action, Attack",,Overpower,,,,,,"If you've played or created an aura this turn, this gets **overpower**.",Runeblade Action - Attack,,,,,No,,36,0.11920529801324503,0.10145380989000345,0.8496496842105264,0.8496496842105264,0.805600452370596,0.14345149715925243,22,0.21359223300970873,0.18529578851609246,0.2574797770569289,0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,0.208955223880597,0.1724415577555749,0.24960066818256138,0.1267701113098726
Condemn to Slaughter (red),rare,1,ROS127,"Runeblade, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS127.png,mhDbfFjrccQgTtFbcBMkz,Red,1,1,,3,,,,"Runeblade, Action",,Go again,,,,,,"""Your next Runeblade attack this turn gets +3{p}.",,,,,,,,23,0.076158940397351,0.06592767894102651,0.8496496842105264,0.8496496842105264,0.805600452370596,0.09164956762952238,18,0.17475728155339806,0.15322813992746964,0.2106652721374873,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.07462686567164178,0.06160687503971085,0.0891430957794862,0.07495209197924338
Condemn to Slaughter (yellow),rare,2,ROS128,"Runeblade, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS128.png,q7RgDrnHQD8zhhqFhMCFn,Yellow,2,1,,3,,,,"Runeblade, Action",,Go again,,,,,,"""Your next Runeblade attack this turn gets +2{p}.",,,,,,,,25,0.08278145695364239,0.07093054569840544,0.8496496842105264,0.8496496842105264,0.805600452370596,0.09961909524948086,19,0.18446601941747573,0.16016825213692104,0.22236889836734774,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,0.08955223880597014,0.07348798254948619,0.10697171493538345,0.0823351533256828
Condemn to Slaughter (blue),rare,3,ROS129,"Runeblade, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS129.png,BzRQ6f66gRqDbfhkC8TRM,Blue,3,1,,3,,,,"Runeblade, Action",,Go again,,,,,,"""Your next Runeblade attack this turn gets +1{p}.",,,,,,,,31,0.10264900662251655,0.08817343562334429,0.8496496842105264,0.8496496842105264,0.805600452370596,0.12352767810935626,22,0.21359223300970873,0.18482065102526465,0.2574797770569289,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,0.13432835820895522,0.11331120153205546,0.16045757240307518,0.10448433736500103
Malefic Incantation (red),rare,1,ROS130,"Runeblade, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS130.png,CwJMHg9zGWTRtRFhbWNbf,Red,1,0,,2,,,,"Runeblade, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,34,0.11258278145695365,0.0961631802634319,0.8496496842105264,0.8496496842105264,0.805600452370596,0.13548196953929395,17,0.1650485436893204,0.14286301699697052,0.1989616459076269,0,0.0,0.0,0.0,0,0.0,0.0,0.0,17,0.2537313432835821,0.21382671177415616,0.3030865256502531,0.12551204288947002
Malefic Incantation (yellow),rare,2,ROS131,"Runeblade, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS131.png,kbTJ7t7MLfLRNprLbJQRQ,Yellow,2,0,,2,,,,"Runeblade, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,27,0.08940397350993377,0.07848697411535176,0.8496496842105264,0.8496496842105264,0.805600452370596,0.10758862286943932,20,0.1941747572815534,0.17198503203389814,0.23407252459720815,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.1044776119402985,0.08938220721410038,0.12480033409128069,0.08971821467212221
Malefic Incantation (blue),rare,3,ROS132,"Runeblade, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS132.png,9GqP669FDfnpMzmL7t7JW,Blue,3,0,,2,,,,"Runeblade, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,25,0.08278145695364239,0.07015021344542802,0.8496496842105264,0.8496496842105264,0.805600452370596,0.09961909524948086,21,0.20388349514563106,0.17320566335790719,0.24577615082706855,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0.05970149253731343,0.04992807663663909,0.07131447662358896,0.07927265686266438
Sigil of the Arknight (blue),rare,3,ROS133,"Runeblade, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS133.png,wWD8D9JqHhnzctrrTrBDW,Blue,3,0,,2,,,,"Runeblade, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,27,0.08940397350993377,0.07559670182534055,0.8496496842105264,0.8496496842105264,0.805600452370596,0.10758862286943932,12,0.11650485436893204,0.10162956206115877,0.1404435147583249,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,0.22388059701492538,0.18451282177542516,0.2674292873384586,0.10196820052419588
Hit the High Notes (red),common,1,ROS140,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS140.png,KGdgF77WDGGTdJPnfCbtm,Red,1,1,4,3,,,,"Runeblade, Action, Attack",,,,,,,,"If you've played or created an aura this turn, this gets +2{p}.",Runeblade Action - Attack,,,,,,,100,0.33112582781456956,0.27756095180531576,2.883780020081281,2.26834873162645,2.267870499907902,0.13518016694354254,46,0.44660194174757284,0.38325216271949847,0.18428109798876172,0,0.0,0.0,0.0,0,0.0,0.0,0.0,54,0.8059701492537313,0.6619169355984631,0.3311907300513355,0.1288679570100243
Hit the High Notes (yellow),common,2,ROS141,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS141.png,pj9cPfwPz7mHkdwHhbdpf,Yellow,2,1,3,3,,,,"Runeblade, Action, Attack",,,,,,,,"If you've played or created an aura this turn, this gets +2{p}.",Runeblade Action - Attack,,,,,,,70,0.23178807947019867,0.1965273718684682,1.5430189988046852,2.26834873162645,2.267870499907902,0.11282574780674932,33,0.32038834951456313,0.27422784549781587,0.15366070835695594,0,0.0,0.0,0.0,0,0.0,0.0,0.0,37,0.5522388059701493,0.4642656450448113,0.26635118510879846,0.1050029733664386
Hit the High Notes (blue),common,3,ROS142,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS142.png,7mWHRdqJGNzTkHwBqD78D,Blue,3,1,2,3,,,,"Runeblade, Action, Attack",,,,,,,,"If you've played or created an aura this turn, this gets +2{p}.",Runeblade Action - Attack,,,,,,,109,0.3609271523178808,0.30805955334585483,2.883780020081281,2.26834873162645,2.267870499907902,0.14734638196846137,65,0.6310679611650486,0.5450373703088137,0.260397203679772,0,0.0,0.0,0.0,0,0.0,0.0,0.0,44,0.6567164179104478,0.5506736711737376,0.2698591133751622,0.13256407926373354
Hocus Pocus (red),common,1,ROS143,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS143.png,mNTC7Tzb7hhKr6FMtbK6B,Red,1,0,3,3,,,,"Runeblade, Action, Attack",,,,,,,,"When this attacks, create a Runechant token.",Runeblade Action - Attack,,,,,,,91,0.30132450331125826,0.2557365392011685,2.883780020081281,2.26834873162645,2.267870499907902,0.1230139519186237,44,0.42718446601941745,0.3692365500685194,0.1762688763370764,0,0.0,0.0,0.0,0,0.0,0.0,0.0,47,0.7014925373134329,0.5850905997267964,0.2882585983780142,0.11613186867877265
Hocus Pocus (yellow),common,2,ROS144,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS144.png,kNCRpnpttdTCbrWkzkmfQ,Yellow,2,0,2,3,,,,"Runeblade, Action, Attack",,,,,,,,"When this attacks, create a Runechant token.",Runeblade Action - Attack,,,,,,,65,0.2152317880794702,0.18253992147737816,1.5430189988046852,2.26834873162645,2.267870499907902,0.10476676582055294,45,0.4368932038834951,0.3750527993404245,0.2095373295776672,0,0.0,0.0,0.0,0,0.0,0.0,0.0,20,0.29850746268656714,0.2462181784194697,0.1439736135723235,0.08837773578749766
Hocus Pocus (blue),common,3,ROS145,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS145.png,g6KGRbQjr8rg7JbnhFRT6,Blue,3,0,1,3,,,,"Runeblade, Action, Attack",,,,,,,,"When this attacks, create a Runechant token.",Runeblade Action - Attack,,,,,,,105,0.347682119205298,0.2968257452222793,2.883780020081281,2.26834873162645,2.267870499907902,0.14193917529071967,71,0.6893203883495146,0.5958957447119319,0.2844338686348279,0,0.0,0.0,0.0,0,0.0,0.0,0.0,34,0.5074626865671642,0.4218524380865576,0.20852749669898898,0.12324034133345421
Meat and Greet (red),common,1,ROS146,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS146.png,rpF86BNmBttKMGpckqJnq,Red,1,1,4,3,,,,"Runeblade, Action, Attack",,Go again,,,,,,"""When this hits, create a Runechant token.",,,,,,,,95,0.31456953642384106,0.26578771131543755,2.681522042553191,3.099136131147541,3.0983937049180335,0.10571101803545299,51,0.49514563106796117,0.425921288254018,0.16541354491134247,0,0.0,0.0,0.0,0,0.0,0.0,0.0,44,0.6567164179104478,0.5432536735387805,0.21987801047724545,0.09632288884714699
Meat and Greet (yellow),common,2,ROS147,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS147.png,7cFGrC8JzLcFjRzJ8fnWH,Yellow,2,1,3,3,,,,"Runeblade, Action, Attack",,Go again,,,,,,"""When this hits, create a Runechant token.",,,,,,,,53,0.17549668874172186,0.14980856956859348,1.3407610212765955,2.0660907540983606,2.065595803278689,0.0947542428176069,38,0.36893203883495146,0.3183203921377791,0.19595152603577728,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,0.22388059701492538,0.18589832267946246,0.11965277600229066,0.07890107550951699
Meat and Greet (blue),common,3,ROS148,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS148.png,kMHrRGnggnJtkzk7PhbH8,Blue,3,1,2,3,,,,"Runeblade, Action, Attack",,Go again,,,,,,"""When this hits, create a Runechant token.",,,,,,,,78,0.2582781456953642,0.21988198912218804,2.681522042553191,2.0660907540983606,2.065595803278689,0.11493076828213257,44,0.42718446601941745,0.3682540751119803,0.1923200498094344,0,0.0,0.0,0.0,0,0.0,0.0,0.0,34,0.5074626865671642,0.4249879250502508,0.22743016542284808,0.10493755380807063
Runerager Swarm (red),common,1,ROS149,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS149.png,66LHrpFckMQ8WNWhPjbD6,Red,1,0,3,3,,,,"Runeblade, Action, Attack",,Go again,,,,,,"If you've played or created an aura this turn, this gets **go again**.",Runeblade Action - Attack,,,,,,,100,0.33112582781456956,0.28062726404517835,2.883780020081281,3.30139410867563,3.300668401547247,0.10419266312437386,53,0.5145631067961165,0.44533552905921264,0.1610200682547522,0,0.0,0.0,0.0,0,0.0,0.0,0.0,47,0.7014925373134329,0.5802966305752981,0.21997302327950757,0.09524827288356494
Runerager Swarm (yellow),common,2,ROS150,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS150.png,8zcbgBnjjdmM6G9hCqC9f,Yellow,2,0,2,3,,,,"Runeblade, Action, Attack",,Go again,,,,,,"If you've played or created an aura this turn, this gets **go again**.",Runeblade Action - Attack,,,,,,,62,0.2052980132450331,0.17583150854982332,1.5430189988046852,2.26834873162645,2.267870499907902,0.09993137662883511,42,0.4077669902912621,0.35648880009275824,0.19556817427248938,0,0.0,0.0,0.0,0,0.0,0.0,0.0,20,0.29850746268656714,0.2445189428730229,0.1439736135723235,0.08488544696120322
Runerager Swarm (blue),common,3,ROS151,"Runeblade, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS151.png,NHbgwmKj6z9GrPHGPdCDh,Blue,3,0,1,3,,,,"Runeblade, Action, Attack",,Go again,,,,,,"If you've played or created an aura this turn, this gets **go again**.",Runeblade Action - Attack,,,,,,,81,0.2682119205298013,0.2307199292619902,2.883780020081281,2.26834873162645,2.267870499907902,0.10949593522426945,48,0.46601941747572817,0.4097642978774087,0.19229331964044702,0,0.0,0.0,0.0,0,0.0,0.0,0.0,33,0.4925373134328358,0.4100253127723573,0.20239433503137166,0.09867191366795466
Arcane Cussing (red),common,1,ROS152,"Runeblade, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS152.png,Rft8fQBq9gz7bRh6BfjRC,Red,1,1,,2,,,,"Runeblade, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,68,0.2251655629139073,0.19207231216428863,2.883780020081281,2.26834873162645,2.267870499907902,0.09192251352160892,46,0.44660194174757284,0.38497917457284847,0.18428109798876172,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22,0.3283582089552239,0.273925123770325,0.1349295566875811,0.0798026636690857
Arcane Cussing (yellow),common,2,ROS153,"Runeblade, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS153.png,pNJQBp68dnBdTNhpKkhch,Yellow,2,1,,2,,,,"Runeblade, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,62,0.2052980132450331,0.17627779196076504,1.5430189988046852,2.26834873162645,2.267870499907902,0.09993137662883511,49,0.47572815533980584,0.409684701958084,0.22816286998457092,0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,0.19402985074626866,0.16475177418609535,0.09358284882201028,0.0804364297016453
Arcane Cussing (blue),common,3,ROS154,"Runeblade, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS154.png,PqtddPd9R76TbBtrChz6d,Blue,3,1,,2,,,,"Runeblade, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,62,0.2052980132450331,0.17453772456494912,2.883780020081281,2.26834873162645,2.267870499907902,0.08381170350499637,43,0.4174757281553398,0.35767014162684746,0.1722627655112338,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,0.2835820895522388,0.23687116762760213,0.11653007168472915,0.07219820929899073
Deadwood Dirge (red),common,1,ROS155,"Runeblade, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS155.png,r7fBPzjnf99MPwFc6F8b6,Red,1,0,,2,,,,"Runeblade, Action",,Go again,,,,,,"""Destroy an aura you control. If you do, create 3 Runechant tokens.",,,,,,,,100,0.33112582781456956,0.28428735293062896,2.883780020081281,3.30139410867563,3.300668401547247,0.10419266312437386,74,0.7184466019417476,0.6189322014052657,0.22482047265757857,0,0.0,0.0,0.0,0,0.0,0.0,0.0,26,0.3880597014925373,0.3299218483628006,0.12168720436738716,0.08662691925624143
Deadwood Dirge (yellow),common,2,ROS156,"Runeblade, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS156.png,N9QrfGfPbL9NHPcRT6Nd7,Yellow,2,0,,2,,,,"Runeblade, Action",,Go again,,,,,,"""Destroy an aura you control. If you do, create 2 Runechant tokens.",,,,,,,,56,0.18543046357615894,0.1588309837665146,1.5430189988046852,2.26834873162645,2.267870499907902,0.09026059824539946,40,0.3883495145631068,0.33892911229655026,0.18625540406903748,0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,0.23880597014925373,0.19488445568571258,0.1151788908578588,0.07535857373172407
Deadwood Dirge (blue),common,3,ROS157,"Runeblade, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS157.png,jMq8ttGz9DCqPMjQRRmdF,Blue,3,0,,2,,,,"Runeblade, Action",,Go again,,,,,,"""Destroy an aura you control. If you do, create a Runechant token.",,,,,,,,67,0.22185430463576158,0.18909130873998733,2.883780020081281,2.26834873162645,2.267870499907902,0.0905707118521735,42,0.4077669902912621,0.35400180294075506,0.16825665468539114,0,0.0,0.0,0.0,0,0.0,0.0,0.0,25,0.373134328358209,0.30811029159072223,0.1533290416904331,0.08039642409395606
Oath of the Arknight (red),common,1,ROS158,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS158.png,rnFwQdqLFTRCDWbtT6Jqm,Red,1,2,,3,,,,"Runeblade, Action",,Go again,,,,,,"""Your next Runeblade attack this turn gains +3{p}.",,,,,,,,75,0.24834437086092714,0.21239124309883983,2.681522042553191,2.0660907540983606,2.065595803278689,0.11051035411743516,57,0.5533980582524272,0.4780650713598077,0.2491418827076764,0,0.0,0.0,0.0,0,0.0,0.0,0.0,18,0.26865671641791045,0.22240974725058843,0.12040420522386075,0.09238652198288429
Oath of the Arknight (yellow),common,2,ROS159,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS159.png,nfmPR87fzQhMLrPCdFTzD,Yellow,2,2,,3,,,,"Runeblade, Action",,Go again,,,,,,"""Your next Runeblade attack this turn gains +2{p}.",,,,,,,,57,0.18874172185430463,0.16161920616202485,1.3407610212765955,2.0660907540983606,2.065595803278689,0.1019055064264829,47,0.4563106796116505,0.3930013880109703,0.24236109799161928,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,0.14925373134328357,0.12432622829554578,0.07976851733486044,0.08053240383161993
Oath of the Arknight (blue),common,3,ROS160,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS160.png,GWfQC8Lqd9Jz8dnkNdrwt,Blue,3,2,,3,,,,"Runeblade, Action",,Go again,,,,,,"""Your next Runeblade attack this turn gains +1{p}.",,,,,,,,86,0.2847682119205298,0.24389368098921918,2.681522042553191,2.0660907540983606,2.065595803278689,0.12671853938799232,65,0.6310679611650486,0.5488309481943608,0.28410916449120993,0,0.0,0.0,0.0,0,0.0,0.0,0.0,21,0.31343283582089554,0.25561647753320965,0.14047157276117087,0.10614518431309519
Sigil of Deadwood (blue),common,3,ROS161,"Runeblade, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS161.png,fkJz8TmrMw8zMngz6qQDm,Blue,3,0,,2,,,,"Runeblade, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,138,0.45695364238410596,0.39278491686644207,2.883780020081281,4.334439485724812,4.333466303186591,0.11697220351286318,114,1.1067961165048543,0.9556626916498403,0.27894386280484557,0,0.0,0.0,0.0,0,0.0,0.0,0.0,24,0.3582089552238806,0.3013102634885363,0.09081377610855469,0.09243940972835006
Ink-lined Cloak,common,0,ROS164,"Wizard, Equipment, Chest",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS164.png,TPQdbDWdpDjBznGcwfF7g,,,,,0,,,,"Wizard, Equipment, Chest",,,Instant,,,,,**Instant** - Destroy this: Gain {r}. Activate this only if you control an aura permanent with Sigil in its name.,Wizard Equipment - Chest,,,,,,,59,0.19536423841059603,0.0,1.9999999999999998,2.2499999999999987,2.1818181818181825,0.09097599439285088,0,0.0,0.0,0.0,34,0.4,0.0,0.18737474949899802,25,0.5319148936170213,0.0,0.24982966159436748,0,0.0,0.0,0.0,0.10930110277334137
Hold Focus,common,0,ROS165,"Wizard, Equipment, Arms",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS165.png,mTWd9JgNqM9bGj9H87Jpq,,,,,0,,,,"Wizard, Equipment, Arms",,,Action,"Amp 1, Go again",,,,**Action** - Destroy this: **Amp 1**. **Go again**,Wizard Equipment - Arms,,,,,,,72,0.23841059602649006,0.0,1.9999999999999998,1.5000000000000002,1.454545454545455,0.14643616529536838,0,0.0,0.0,0.0,44,0.5176470588235295,0.0,0.31510416666666663,28,0.5957446808510638,0.0,0.3587652882935352,0,0.0,0.0,0.0,0.16846736374005045
Chorus of the Amphitheater (red),rare,1,ROS170,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS170.png,zqcnM9Hw8KdpPm8MTpGGQ,Red,1,2,,2,,,4,"Wizard, Action",,,Instant,,,,,"""Deal 4 arcane damage to any target.",,,,,,,,32,0.10596026490066225,0.08834509581208576,0.8496496842105264,0.8496496842105264,0.805600452370596,0.1275124419193355,0,0.0,0.0,0.0,14,0.16470588235294117,0.14307295544319765,0.19882351961652633,18,0.3829787234042553,0.30891527069315095,0.4614378764907227,0,0.0,0.0,0.0,0.16506534902681225
Chorus of the Amphitheater (yellow),rare,2,ROS171,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS171.png,CzFbG6pFWFPw6fcHHLDp8,Yellow,2,2,,2,,,3,"Wizard, Action",,,Instant,,,,,"""Deal 3 arcane damage to any target.",,,,,,,,26,0.08609271523178808,0.0730938844048879,0.8496496842105264,0.8496496842105264,0.805600452370596,0.10360385905946008,0,0.0,0.0,0.0,13,0.15294117647058825,0.13559373292183874,0.18462183964391732,13,0.2765957446808511,0.2244443785514861,0.33326068857663305,0,0.0,0.0,0.0,0.1294706320551376
Chorus of the Amphitheater (blue),rare,3,ROS172,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS172.png,zQ89qbgtqWjgGtfBLWTkQ,Blue,3,2,,2,,,2,"Wizard, Action",,,Instant,,,,,"""Deal 2 arcane damage to any target.",,,,,,,,26,0.08609271523178808,0.07174820164460949,0.8496496842105264,0.8496496842105264,0.805600452370596,0.10360385905946008,0,0.0,0.0,0.0,16,0.18823529411764706,0.1582496679154847,0.22722687956174437,10,0.2127659574468085,0.1748241515714014,0.25635437582817927,0,0.0,0.0,0.0,0.12089531384748091
Glyph Overlay (red),rare,1,ROS173,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS173.png,7ztwtMfmmbnrhqM9F797p,Red,1,1,,3,,,3,"Wizard, Action",,Surge,,,,,,"""Deal X+3 arcane damage to target hero, where X is the number of aura permanents you control with Sigil in their name.",,,,,,,,32,0.10596026490066225,0.08689646474640222,0.8496496842105264,0.8496496842105264,0.805600452370596,0.1275124419193355,0,0.0,0.0,0.0,14,0.16470588235294117,0.13791965277122806,0.19882351961652633,18,0.3829787234042553,0.3089268482523209,0.4614378764907227,0,0.0,0.0,0.0,0.16506534902681225
Glyph Overlay (yellow),rare,2,ROS174,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS174.png,R9WwPqkfTJnGhpN8fmnCt,Yellow,2,1,,3,,,2,"Wizard, Action",,Surge,,,,,,"""Deal X+2 arcane damage to target hero, where X is the number of aura permanents you control with Sigil in their name.",,,,,,,,28,0.09271523178807947,0.07588895172381425,0.8496496842105264,0.8496496842105264,0.805600452370596,0.11157338667941856,0,0.0,0.0,0.0,14,0.16470588235294117,0.13988467482138942,0.19882351961652633,14,0.2978723404255319,0.23464395873986812,0.358896126159451,0,0.0,0.0,0.0,0.13942991144399433
Glyph Overlay (blue),rare,3,ROS175,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS175.png,fDz7TpcM8GPdLWPCjcnKh,Blue,3,1,,3,,,1,"Wizard, Action",,Surge,,,,,,"""Deal X+1 arcane damage to target hero, where X is the number of aura permanents you control with Sigil in their name.",,,,,,,,18,0.059602649006622516,0.048671457990522846,0.8496496842105264,0.8496496842105264,0.805600452370596,0.07172574857962621,0,0.0,0.0,0.0,9,0.10588235294117647,0.08924097077211264,0.1278151197534812,9,0.19148936170212766,0.15134676164911326,0.23071893824536135,0,0.0,0.0,0.0,0.08963351449971063
