Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,pick_rate,Enigma_total_count,Enigma_average_count_per_deck,Enigma_average_count_per_normalized_deck,Enigma_pick_rate,Nuu_total_count,Nuu_average_count_per_deck,Nuu_average_count_per_normalized_deck,Nuu_pick_rate,Zen_total_count,Zen_average_count_per_deck,Zen_average_count_per_normalized_deck,Zen_pick_rate,weighted_pick_rate
Just a Nick (red),mythic,1,MST105,"Assassin, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST105.png,JpTPzw6fB8bK6JjRpTmPC,Red,1,0,,3,,,,"Assassin, Attack Reaction",,,,,,,Stealth,"""Choose 1 or both;",,,,,,,,17,0.03549060542797495,0.03123386658607417,0.2051822222222222,0.21044711111111114,0.1704240346917571,0,0.0,0.0,0.0,17,0.11486486486486487,0.10108798712655086,0.5519715326418214,0,0.0,0.0,0.0,0.18399051088060714
Art of Desire: Body (red),rare,1,MST106,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST106.png,KmwdjTRNdP6LTTrwm8NN8,Red,1,0,3,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,61,0.12734864300626306,0.11098864068410495,0.9162024888888891,0.9151058666666666,0.13909314724599664,0,0.0,0.0,0.0,61,0.41216216216216217,0.35921323572760994,0.45015777365799503,0,0.0,0.0,0.0,0.15005259121933168
Art of Desire: Soul (yellow),rare,2,MST107,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST107.png,8rJMBH8Bm7WcLrH8T9WbN,Yellow,2,0,2,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,35,0.07306889352818371,0.0647807333077338,0.9162024888888891,0.9151058666666666,0.07980754350180136,0,0.0,0.0,0.0,35,0.23648648648648649,0.2096619679351655,0.2582872471808168,0,0.0,0.0,0.0,0.08609574906027227
Art of Desire: Mind (blue),rare,3,MST108,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST108.png,JbgBc7fQLWMjtWQDhnwkm,Blue,3,0,1,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,52,0.10855949895615867,0.09326566960989811,0.9162024888888891,0.9151058666666666,0.11857120748839059,0,0.0,0.0,0.0,52,0.35135135135135137,0.3018530793455486,0.3837410529543564,0,0.0,0.0,0.0,0.1279136843181188
Bonds of Attraction (red),rare,1,MST109,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST109.png,dTftJfGFgDFTcPdkFKQGC,Red,1,0,3,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,49,0.1022964509394572,0.08895326886949521,0.9162024888888891,0.9151058666666666,0.1117305609025219,0,0.0,0.0,0.0,49,0.3310810810810811,0.28789605262492035,0.36160214605314356,0,0.0,0.0,0.0,0.12053404868438118
Bonds of Attraction (yellow),rare,2,MST110,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST110.png,ffNt7P8KbGTzB8NBf9jD8,Yellow,2,0,2,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,35,0.07306889352818371,0.06418442604575214,0.9162024888888891,0.9151058666666666,0.07980754350180136,0,0.0,0.0,0.0,35,0.23648648648648649,0.2077320275399681,0.2582872471808168,0,0.0,0.0,0.0,0.08609574906027227
Bonds of Attraction (blue),rare,3,MST111,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST111.png,dBcbb7TPrWTwm9q8Mff9L,Blue,3,0,1,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,51,0.10647181628392484,0.09266050753342485,0.9162024888888891,0.9151058666666666,0.11629099195976769,0,0.0,0.0,0.0,51,0.34459459459459457,0.29989448046290884,0.3763614173206188,0,0.0,0.0,0.0,0.1254538057735396
Double Trouble (red),rare,1,MST112,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST112.png,qHT6BFpP7DTCFHwGz6hDR,Red,1,0,3,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,75,0.15657620041753653,0.1367612313193079,0.9162024888888891,0.9151058666666666,0.17101616464671718,0,0.0,0.0,0.0,75,0.5067567567567568,0.44262587704019246,0.5534726725303217,0,0.0,0.0,0.0,0.18449089084344059
Double Trouble (yellow),rare,2,MST113,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST113.png,9dbWPMjhR869wJwCdgh8b,Yellow,2,0,2,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,46,0.09603340292275574,0.08324065758728726,0.9162024888888891,0.9151058666666666,0.1048899143166532,0,0.0,0.0,0.0,46,0.3108108108108108,0.269407263407504,0.33946323915193066,0,0.0,0.0,0.0,0.11315441305064355
Double Trouble (blue),rare,3,MST114,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST114.png,8r7DqKfDrBG6C8mTDRKN7,Blue,3,0,1,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,55,0.11482254697286012,0.0992075100094018,0.9162024888888891,0.9151058666666666,0.12541185407425928,0,0.0,0.0,0.0,55,0.3716216216216216,0.3210837655034018,0.4058799598555693,0,0.0,0.0,0.0,0.13529331995185642
Bonds of Memory (red),common,1,MST115,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST115.png,bndJRd9j7KdFrzkwKngmJ,Red,1,0,3,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,154,0.32150313152400833,0.279992700451571,2.779459440000001,2.8090748093023254,0.11495765051489247,0,0.0,0.0,0.0,154,1.0405405405405406,0.9061925913263683,0.3721708453798,0,0.0,0.0,0.0,0.12405694845993333
Bonds of Memory (yellow),common,2,MST116,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST116.png,PpqRhHJBbdPQQCCDg6kQQ,Yellow,2,0,2,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,55,0.11482254697286012,0.09986696002719639,1.4796686400000003,1.5093200093023253,0.07670486920743669,0,0.0,0.0,0.0,55,0.3716216216216216,0.32321806657450725,0.24839405228528966,0,0.0,0.0,0.0,0.08279801742842989
Bonds of Memory (blue),common,3,MST117,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST117.png,RGd9j6fF9Nn8NFB9B6pfN,Blue,3,0,1,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,139,0.29018789144050106,0.25304542741841624,2.779459440000001,2.8090748093023254,0.10376047676344191,0,0.0,0.0,0.0,139,0.9391891891891891,0.8189781063069013,0.335920438362287,0,0.0,0.0,0.0,0.11197347945409568
Desires of Flesh (red),common,1,MST118,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST118.png,Q9tHhJBMzdRk6HGC9nBGp,Red,1,0,3,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,163,0.34029227557411273,0.2981685101320233,2.779459440000001,2.8090748093023254,0.12167595476576282,0,0.0,0.0,0.0,163,1.1013513513513513,0.9650183537381023,0.3939210895903078,0,0.0,0.0,0.0,0.13130702986343593
Desires of Flesh (yellow),common,2,MST119,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST119.png,qFhpqb6pJPNNg7mBRPTMh,Yellow,2,0,2,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,83,0.1732776617954071,0.14904084665009507,1.4796686400000003,1.5093200093023253,0.1157546208039499,0,0.0,0.0,0.0,83,0.5608108108108109,0.48236868611753736,0.3748492061759826,0,0.0,0.0,0.0,0.12494973539199421
Desires of Flesh (blue),common,3,MST120,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST120.png,pCbzCcWBdprHzJk68tGWB,Blue,3,0,1,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,144,0.30062630480167013,0.25944031571853704,2.779459440000001,2.8090748093023254,0.10749286801392542,0,0.0,0.0,0.0,144,0.972972972972973,0.8396750758728327,0.3480039073681247,0,0.0,0.0,0.0,0.11600130245604157
Impulsive Desire (red),common,1,MST121,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST121.png,68HKwDLNHwFdPpdpFMJBg,Red,1,0,3,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,133,0.2776617954070981,0.24071000683438698,2.779459440000001,2.8090748093023254,0.09928160726286168,0,0.0,0.0,0.0,133,0.8986486486486487,0.7790546842815633,0.3214202755552818,0,0.0,0.0,0.0,0.1071400918517606
Impulsive Desire (yellow),common,2,MST122,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST122.png,99gF9qJ67mCbKjkjHCFfR,Yellow,2,0,2,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,35,0.07306889352818371,0.06421933393973082,1.4796686400000003,1.5093200093023253,0.04881218949564153,0,0.0,0.0,0.0,35,0.23648648648648649,0.2078450064671018,0.15806894236336616,0,0.0,0.0,0.0,0.05268964745445539
Impulsive Desire (blue),common,3,MST123,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST123.png,9Lht6BjkgdNDtQzkGbqrn,Blue,3,0,1,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,138,0.2881002087682672,0.24933340142267638,2.779459440000001,2.8090748093023254,0.1030139985133452,0,0.0,0.0,0.0,138,0.9324324324324325,0.8069641843342026,0.3335037445611195,0,0.0,0.0,0.0,0.11116791485370649
Mind's Desire (red),common,1,MST124,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST124.png,MqwKQzHWH9pbKCCrBnzbN,Red,1,0,3,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,130,0.27139874739039666,0.23668695486775088,2.779459440000001,2.8090748093023254,0.09704217251257156,0,0.0,0.0,0.0,130,0.8783783783783784,0.7660341309571127,0.3141701941517792,0,0.0,0.0,0.0,0.10472339805059307
Mind's Desire (yellow),common,2,MST125,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST125.png,qQRkbt6WDKDMNbMRrqPC9,Yellow,2,0,2,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,54,0.1127348643006263,0.09762525520323266,1.4796686400000003,1.5093200093023253,0.07531023522184692,0,0.0,0.0,0.0,54,0.36486486486486486,0.3159628192050571,0.2438777967891935,0,0.0,0.0,0.0,0.08129259892973116
Mind's Desire (blue),common,3,MST126,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST126.png,7n96D77LqTKKkhnMrNTwr,Blue,3,0,1,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,131,0.27348643006263046,0.23939402174411167,2.779459440000001,2.8090748093023254,0.09778865076266827,0,0.0,0.0,0.0,131,0.8851351351351351,0.7747955163204696,0.31658688795294676,0,0.0,0.0,0.0,0.10552896265098226
Pick to Pieces (red),common,1,MST127,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST127.png,GNG6HwgpGmmGwf6nCftpt,Red,1,0,3,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,165,0.3444676409185804,0.29736749189808326,2.779459440000001,2.8090748093023254,0.12316891126595622,0,0.0,0.0,0.0,165,1.114864864864865,0.9624258690485261,0.39875447719264284,0,0.0,0.0,0.0,0.13291815906421428
Pick to Pieces (yellow),common,2,MST128,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST128.png,TpbW7qkkHqMWdfT9FRn67,Yellow,2,0,2,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,86,0.17954070981210857,0.15643804043154202,1.4796686400000003,1.5093200093023253,0.11993852276071917,0,0.0,0.0,0.0,86,0.581081081081081,0.5063096038291124,0.3883979726642711,0,0.0,0.0,0.0,0.12946599088809038
Pick to Pieces (blue),common,3,MST129,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST129.png,GTNPMFWmcDcDdcJP7WhNd,Blue,3,0,1,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,138,0.2881002087682672,0.25109595341408536,2.779459440000001,2.8090748093023254,0.1030139985133452,0,0.0,0.0,0.0,138,0.9324324324324325,0.8126686600361277,0.3335037445611195,0,0.0,0.0,0.0,0.11116791485370649
"10,000 Year Reunion (red)",mythic,1,MST131,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST131.png,FM9T9Dg8bj9h9MW7k9HCQ,Red,1,8,,3,,,,"Illusionist, Action, Aura",,Ward 10,,,,,,"""You may remove three +1{p} counters from among auras you control rather than pay 10,000 Year Reunion's {r} cost.",,,,,,,,8,0.016701461377870562,0.014290566043120708,0.2051822222222222,0.21044711111111114,0.08019954573729746,8,0.05333333333333334,0.04563454089769879,0.25590416400431554,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08530138800143851
Rage Specter (blue),mythic,3,MST132,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST132.png,nfhcD8HGDHLDNCGhfLnKK,Blue,3,2,,3,,,,"Illusionist, Action, Aura",,"Ward 1, Ward 6",,,,,,"""When this enters the arena, if you control no other Illusionist auras, gain 1 action point.",,,,,,,,10,0.020876826722338204,0.0174956258612224,0.2051822222222222,0.21044711111111114,0.10024943217162181,10,0.06666666666666667,0.055869365250170194,0.31988020500539444,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10662673500179815
Restless Coalescence (yellow),mythic,2,MST133,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST133.png,cFpmN9tpMR8cLKDzkNtzz,Yellow,2,0,,,,,,"Illusionist, Instant, Aura",,Ward 2,Once per Turn Instant,,,,,"""When this enters the arena, move any number of +1{p} counters from auras you control onto this.",,,,,,,,15,0.031315240083507306,0.02675764547237947,0.2051822222222222,0.21044711111111114,0.15037414825743273,15,0.1,0.0854460812084651,0.4798203075080916,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.15994010250269722
Astral Etchings (red),rare,1,MST134,"Illusionist, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST134.png,9zdPMfzWLFq7PWbjKmCc6,Red,1,1,,3,,,,"Illusionist, Action",,,,,,,Ward,"""Put three +1{p} counters on target aura with **ward** you control.",,,,,,,,56,0.11691022964509394,0.09966492023893603,0.9162024888888891,0.9151058666666666,0.12769206960288218,56,0.37333333333333335,0.3182633119630024,0.4077784197001208,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.13592613990004027
Astral Etchings (yellow),rare,2,MST135,"Illusionist, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST135.png,cmknRBBPtjNQzhkQPWpcJ,Yellow,2,1,,3,,,,"Illusionist, Action",,,,,,,Ward,"""Put two +1{p} counters on target aura with **ward** you control.",,,,,,,,50,0.10438413361169102,0.08779171017039193,0.9162024888888891,0.9151058666666666,0.1140107764311448,50,0.3333333333333333,0.2803481944774516,0.3640878747322507,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.12136262491075023
Astral Etchings (blue),rare,3,MST136,"Illusionist, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST136.png,DpWbbCGtWQJwRhrKr9Cwm,Blue,3,1,,3,,,,"Illusionist, Action",,,,,,,Ward,"""Put a +1{p} counter on target aura with **ward** you control.",,,,,,,,46,0.09603340292275574,0.08163400463131586,0.9162024888888891,0.9151058666666666,0.1048899143166532,46,0.30666666666666664,0.26068458812266865,0.33496084475367066,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11165361491789022
Essence of Ancestry: Body (red),rare,1,MST137,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST137.png,qMzCjGnnHpbqRJPtJfp6T,Red,1,0,,3,,,,"Illusionist, Action, Aura",,Ward 2,,,,,,"""When this leaves the arena, if you control no Illusionist auras, the next time you would be dealt damage by a red source this turn, prevent it.",,,,,,,,45,0.09394572025052192,0.080019038263365,0.9162024888888891,0.9151058666666666,0.10260969878803032,45,0.3,0.2555274621876789,0.3276790872590256,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1092263624196752
Essence of Ancestry: Soul (yellow),rare,2,MST138,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST138.png,Nw6hkj6NCpWtBN9BcTFcq,Yellow,2,0,,3,,,,"Illusionist, Action, Aura",,Ward 2,,,,,,"""When this leaves the arena, if you control no Illusionist auras, the next time you would be dealt damage by a yellow source this turn, prevent it.",,,,,,,,36,0.07515657620041753,0.06384388271802066,0.9162024888888891,0.9151058666666666,0.08208775903042426,36,0.24,0.20387479881287932,0.2621432698072205,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08738108993574017
Essence of Ancestry: Mind (blue),rare,3,MST139,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST139.png,HMMRL8LDTCdzFRpzgTCkz,Blue,3,0,,3,,,,"Illusionist, Action, Aura",,Ward 2,,,,,,"""When this leaves the arena, if you control no Illusionist auras, the next time you would be dealt damage by a blue source this turn, prevent it.",,,,,,,,60,0.12526096033402923,0.10581707401679125,0.9162024888888891,0.9151058666666666,0.13681293171737374,60,0.4,0.33790918969362005,0.4369054496787009,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1456351498929003
Haunting Specter (red),rare,1,MST140,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST140.png,6t8mpJGpHNQ9MKNrm99pr,Red,1,2,,2,,,,"Illusionist, Action, Aura",,Ward 4,,,,,,"""When this leaves the arena, create a Spectral Shield token, then if you control no other Illusionist auras, put a +1{p} counter on it.",,,,,,,,40,0.08350730688935282,0.07156109039426645,0.9162024888888891,0.9151058666666666,0.09120862114491583,40,0.26666666666666666,0.22851841532569087,0.29127029978580055,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09709009992860018
Haunting Specter (yellow),rare,2,MST141,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST141.png,GTj8JGDq7LfKj8HjpNhmn,Yellow,2,2,,2,,,,"Illusionist, Action, Aura",,Ward 3,,,,,,"""When this leaves the arena, create a Spectral Shield token, then if you control no other Illusionist auras, put a +1{p} counter on it.",,,,,,,,25,0.05219206680584551,0.04425694185557773,0.9162024888888891,0.9151058666666666,0.0570053882155724,25,0.16666666666666666,0.14132716765881154,0.18204393736612534,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.060681312455375114
Haunting Specter (blue),rare,3,MST142,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST142.png,CpfKgC8NJWLbMkhzFqQ8g,Blue,3,2,,2,,,,"Illusionist, Action, Aura",,Ward 2,,,,,,"""When this leaves the arena, create a Spectral Shield token, then if you control no other Illusionist auras, put a +1{p} counter on it.",,,,,,,,42,0.08768267223382047,0.07421499782431357,0.9162024888888891,0.9151058666666666,0.09576905220216163,42,0.28,0.23699322638564133,0.3058338147750906,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1019446049250302
Sigil of Solitude (red),common,1,MST143,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST143.png,JH89Ctbgtj6bFhjNKr9BL,Red,1,0,,2,,,,"Illusionist, Action, Aura",,Ward 4,,,,,,"""At the start of your turn, if you control another Illusionist aura, destroy this.",,,,,,,,127,0.2651356993736952,0.22576282896536962,2.779961040000001,2.809647209302325,0.09478434021890425,127,0.8466666666666667,0.720935967162747,0.30257886519971894,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10085962173323965
Sigil of Solitude (yellow),common,2,MST144,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST144.png,nDRLcpRzFHdnFKTfqz6z7,Yellow,2,0,,2,,,,"Illusionist, Action, Aura",,Ward 3,,,,,,"""At the start of your turn, if you control another Illusionist aura, destroy this.",,,,,,,,40,0.08350730688935282,0.06983466120794275,1.4799194400000009,1.5096062093023253,0.05577524647422959,40,0.26666666666666666,0.22300535145736386,0.1780000018596778,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.05933333395322593
Sigil of Solitude (blue),common,3,MST145,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST145.png,7kLtC7NJPccD6nD9MRBkw,Blue,3,0,,2,,,,"Illusionist, Action, Aura",,Ward 2,,,,,,"""At the start of your turn, if you control another Illusionist aura, destroy this.",,,,,,,,108,0.2254697286012526,0.19231637225752696,2.779961040000001,2.809647209302325,0.08060400585544614,108,0.72,0.6141302820757027,0.25731116095724127,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08577038698574709
Single Minded Determination (red),common,1,MST146,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST146.png,C8jqfdnRnWRfnnnFrMwFq,Red,1,2,,3,,,,"Illusionist, Action, Aura",,Ward 2,,,,,,"""When this enters the arena, if you control no other Illusionist auras, put three +1{p} counters on this.",,,,,,,,107,0.22338204592901878,0.19017820125043308,2.779961040000001,2.809647209302325,0.0798576724678957,107,0.7133333333333334,0.6073023893263829,0.2549286502076372,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08497621673587907
Single Minded Determination (yellow),common,2,MST147,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST147.png,7n6JMpGRwqrWnFrTb88c9,Yellow,2,2,,3,,,,"Illusionist, Action, Aura",,Ward 2,,,,,,"""When this enters the arena, if you control no other Illusionist auras, put two +1{p} counters on this.",,,,,,,,60,0.12526096033402923,0.10561374303371401,1.4799194400000009,1.5096062093023253,0.08366286971134439,60,0.4,0.33725988608766005,0.2670000027895167,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0890000009298389
Single Minded Determination (blue),common,3,MST148,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST148.png,7t9Wg9qBgKrQ7WdMqFbdJ,Blue,3,2,,3,,,,"Illusionist, Action, Aura",,Ward 2,,,,,,"""When this enters the arena, if you control no other Illusionist auras, put a +1{p} counter on this.",,,,,,,,166,0.3465553235908142,0.29493795845101745,2.779961040000001,2.809647209302325,0.1238913423333709,166,1.1066666666666667,0.9418352139869157,0.39549678443427827,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.13183226147809277
Solitary Companion (red),common,1,MST149,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST149.png,NwK66fmnJNBBbTBprQkFG,Red,1,0,,2,,,,"Illusionist, Action, Aura",,Ward 3,,,,,,"""When this enters the arena, if you control no other Illusionist auras, create a Spectral Shield token.",,,,,,,,114,0.23799582463465555,0.20272944404798462,2.779961040000001,2.809647209302325,0.0850820061807487,114,0.76,0.6473826913265642,0.2716062254548658,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09053540848495527
Solitary Companion (yellow),common,2,MST150,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST150.png,qRcQbB7TW7kzt66g7cKMM,Yellow,2,0,,2,,,,"Illusionist, Action, Aura",,Ward 2,,,,,,"""When this enters the arena, if you control no other Illusionist auras, create a Spectral Shield token.",,,,,,,,40,0.08350730688935282,0.07059424349177576,1.4799194400000009,1.5096062093023253,0.05577524647422959,40,0.26666666666666666,0.22543095088373727,0.1780000018596778,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.05933333395322593
Solitary Companion (blue),common,3,MST151,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST151.png,WpfnDkqH9NqLMtWCfCgnh,Blue,3,0,,2,,,,"Illusionist, Action, Aura",,Ward 1,,,,,,"""When this enters the arena, if you control no other Illusionist auras, create a Spectral Shield token.",,,,,,,,101,0.21085594989561587,0.17888893978463957,2.779961040000001,2.809647209302325,0.07537967214259314,101,0.6733333333333333,0.571252014378949,0.24063358571001267,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08021119523667089
Spectral Manifestations (red),common,1,MST152,"Illusionist, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST152.png,JcNQkPLDwjpL7CWJQTGj8,Red,1,2,,2,,,,"Illusionist, Action",,Go again,,,,,,"""Create a Spectral Shield token, then if you control no other Illusionist auras, put three +1{p} counters on it.",,,,,,,,187,0.3903966597077244,0.33223590184011875,2.779961040000001,2.809647209302325,0.1395643434719299,187,1.2466666666666666,1.0609399798761125,0.4455295101759641,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.14850983672532136
Spectral Manifestations (yellow),common,2,MST153,"Illusionist, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST153.png,bCjWqFfWGjHnrGnPcw6p7,Yellow,2,2,,2,,,,"Illusionist, Action",,Go again,,,,,,"""Create a Spectral Shield token, then if you control no other Illusionist auras, put two +1{p} counters on it.",,,,,,,,74,0.1544885177453027,0.1317492785572409,1.4799194400000009,1.5096062093023253,0.10318420597732474,74,0.49333333333333335,0.4207193628594559,0.3293000034404039,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10976666781346796
Spectral Manifestations (blue),common,3,MST154,"Illusionist, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST154.png,jJk6BgzffjFcwnKdrK6JN,Blue,3,2,,2,,,,"Illusionist, Action",,Go again,,,,,,"""Create a Spectral Shield token, then if you control no other Illusionist auras, put a +1{p} counter on it.",,,,,,,,118,0.24634655532359082,0.209593908724418,2.779961040000001,2.809647209302325,0.0880673397309504,118,0.7866666666666666,0.669303215193308,0.28113626845328216,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09371208948442739
